,rab.all,rab.win.CON,rab.win.MIX,diff.btw,diff.win,effect,overlap,we.ep,we.eBH,wi.ep,wi.eBH
"degS; two-component system, NarL family, sensor histidine kinase DegS [EC:2.7.13.3]",-2.501896447,-2.785783561,-2.179806862,0.651960654,1.948732602,0.310296713,0.357607304,0.297940928,0.996792662,0.270648679,0.991282759
"FEN1, RAD2; flap endonuclease-1 [EC:3.-.-.-]",-5.228164895,-4.995843948,-5.419698861,-0.592573777,2.660519435,-0.189662396,0.394531266,0.346536936,0.994175561,0.484968086,0.991324385
fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8],-5.453510984,-5.552684708,-5.337476198,0.23385063,1.943998263,0.106284234,0.446614591,0.595949384,0.994777313,0.593526605,0.991339062
"ddc; L-2,4-diaminobutyrate decarboxylase [EC:4.1.1.86]",-2.299170409,-3.070837175,-1.7594033,1.304270865,3.693656437,0.353032697,0.334635443,0.267691666,0.99694338,0.218102802,0.991468628
glnH; glutamine transport system substrate-binding protein,-1.912389376,-2.17615935,-1.706438138,0.503974842,1.644485223,0.289398353,0.364109253,0.188740082,0.994138191,0.28736457,0.991521513
"E2.7.1.29, DAK1, DAK2; dihydroxyacetone kinase [EC:2.7.1.29]",0.475172924,0.60240534,0.319410581,-0.270051533,0.828146121,-0.294536307,0.358907694,0.202717954,0.995410727,0.244181855,0.991555811
pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24],-6.356345775,-6.178274898,-6.560506966,-0.289864229,2.610337518,-0.085329475,0.449218757,0.589597242,0.995618845,0.60082793,0.991678408
podJ; localization factor PodJL,-4.263546387,-4.323101236,-4.038055934,0.802502642,2.38287436,0.317380681,0.379713932,0.321349802,0.990978501,0.332575441,0.991812501
"PTS-Gat-EIIB, gatB; PTS system, galactitol-specific IIB component [EC:2.7.1.69]",-3.58343684,-3.761129168,-3.324151526,0.530353576,1.858829856,0.276698127,0.381014322,0.308776456,0.99620562,0.370463233,0.991834079
"E3.2.1.58; glucan 1,3-beta-glucosidase [EC:3.2.1.58]",-0.27564086,-0.50791235,-0.135552669,0.464353889,1.19655151,0.380065653,0.345052108,0.166855713,0.994440637,0.237943003,0.991905554
"E6.3.5.1, NADSYN1, QNS1, nadE; NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]",4.8543203,4.879052619,4.813957627,-0.060461519,0.210495197,-0.236022811,0.361979188,0.202461274,0.996557146,0.292620247,0.992018154
"divJ; two-component system, cell cycle sensor histidine kinase DivJ [EC:2.7.13.3]",-3.305683951,-3.369686711,-3.220957302,0.254778943,1.212984175,0.196495032,0.40442134,0.381929993,0.993128734,0.510424683,0.99202459
ndh; NADH dehydrogenase [EC:1.6.99.3],0.90565257,0.79613633,1.07565339,0.239152099,0.822421386,0.256473193,0.36718752,0.218237349,0.996727581,0.274669365,0.992026462
"E1.2.99.2L, cutL, coxL; carbon-monoxide dehydrogenase large subunit [EC:1.2.99.2]",-5.246641529,-5.270592796,-5.209396262,0.279362082,2.079092668,0.113553498,0.444733428,0.461310036,0.993217382,0.586541368,0.992055002
"RP-L11, rplK; large subunit ribosomal protein L11",3.574180978,3.440372624,3.619788237,0.166677421,0.424790888,0.367530853,0.352864606,0.24547676,0.996934487,0.227937634,0.992074483
"SNRNP200, BRR2; pre-mRNA-splicing helicase BRR2 [EC:3.6.4.13]",-5.034645705,-4.636596138,-5.406127185,-0.575212585,2.385606297,-0.197289877,0.397135432,0.594907127,0.996962816,0.455066514,0.992220699
"porG; pyruvate ferredoxin oxidoreductase, gamma subunit [EC:1.2.7.1]",1.212434884,1.309466699,1.062734695,-0.259326608,0.817302205,-0.301173512,0.347656274,0.308437362,0.99694338,0.23751623,0.992224702
nat; arylamine N-acetyltransferase [EC:2.3.1.5],-5.589061268,-5.464741501,-5.742206121,-0.41565996,2.713305441,-0.107683124,0.436197926,0.507922046,0.996892325,0.571857535,0.99225127
E2.4.1.5; dextransucrase [EC:2.4.1.5],-5.884677593,-5.64174313,-6.186583051,-0.680379428,3.695660438,-0.181868244,0.401041681,0.383317972,0.99694338,0.431672217,0.992263199
EIF4G; translation initiation factor 4G,-4.616718739,-4.85495724,-4.388708346,0.385147707,1.686291842,0.206692192,0.401041681,0.531331929,0.995122609,0.531583422,0.99230495
"ERCC2, XPD; DNA excision repair protein ERCC-2 [EC:3.6.4.12]",-1.97154298,-1.873511817,-2.110291093,-0.305023602,1.136388265,-0.249046041,0.389322933,0.48373046,0.996945699,0.406552237,0.992325877
"E1.1.1.38, sfcA, maeA; malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]",4.582683282,4.820912709,4.386675647,-0.220864975,0.487423164,-0.4647363,0.325097557,0.151751441,0.996820326,0.223671597,0.99238404
cbiD; cobalt-precorrin-5B (C1)-methyltransferase [EC:2.1.1.195],2.765217998,2.845772619,2.569730162,-0.285066933,0.971273317,-0.308871526,0.345903795,0.234944938,0.99694338,0.214121153,0.992431448
"TFIIB, GTF2B, SUA7, tfb; transcription initiation factor TFIIB",-5.529689971,-5.283333356,-5.89706643,-0.726449641,3.486248216,-0.180488019,0.406250014,0.461907969,0.995655843,0.47811385,0.992461163
"K01622; fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]",-5.696857599,-5.433069217,-5.993201355,-0.923914463,3.909663922,-0.201211313,0.378906268,0.404862888,0.995742013,0.399216116,0.992474277
"PSMD4, RPN10; 26S proteasome regulatory subunit N10",-6.495177319,-6.635464715,-6.353748624,0.325828138,2.38186664,0.107018176,0.444010425,0.522628212,0.99422825,0.575004635,0.992654071
mutH; DNA mismatch repair protein MutH,-2.179291503,-2.301246796,-2.046058617,0.638945055,1.887397883,0.282832165,0.362808864,0.144705135,0.990460451,0.285164195,0.992700046
pcaF; 3-oxoadipyl-CoA thiolase [EC:2.3.1.174],-4.90541479,-4.79874536,-5.031259812,-0.573849417,2.504962873,-0.179731892,0.41482446,0.301589533,0.994228238,0.481775616,0.992704379
E4.1.1.77; 4-oxalocrotonate decarboxylase [EC:4.1.1.77],-5.373514289,-5.512252876,-5.133858065,0.306074838,2.067285881,0.105171628,0.439531868,0.647385194,0.995031914,0.569664961,0.992708118
dhbC; glycerol dehydratase medium subunit [EC:4.2.1.30],-3.147118677,-2.971383086,-3.304034619,-0.356111442,1.427712948,-0.211644641,0.395318611,0.514017091,0.996975398,0.449621082,0.992712542
fabL; enoyl-[acyl-carrier protein] reductase III [EC:1.3.1.-],-4.115000201,-4.127102679,-4.108630439,-0.034065618,1.272386505,-0.025467837,0.487646296,0.660446269,0.99608095,0.623110466,0.992726982
iolC; 5-dehydro-2-deoxygluconokinase [EC:2.7.1.92],-0.458415773,-0.507384935,-0.433476483,0.102913625,0.596075218,0.170077248,0.424479178,0.564255947,0.995541965,0.577606527,0.992776763
"PTS-Scr-EIIC, scrA; PTS system, sucrose-specific IIC component",1.148622753,1.246949755,0.961824959,-0.238673896,0.709734633,-0.258740877,0.352864606,0.620227393,0.99694338,0.232903191,0.992795689
"narL; two-component system, NarL family, nitrate/nitrite response regulator NarL",-4.814916303,-4.77344188,-4.842371184,-0.095854644,1.656776998,-0.043678547,0.473958337,0.538256524,0.996272459,0.654869839,0.992895005
"RP-L4e, RPL4; large subunit ribosomal protein L4e",-5.385804436,-5.066847727,-5.731344577,-0.745394591,3.403222808,-0.200573509,0.391417441,0.430430737,0.993918085,0.416487171,0.992911178
"dctM; C4-dicarboxylate transporter, DctM subunit",2.568029505,2.656737412,2.439596525,-0.155094551,0.524541065,-0.265444481,0.365409643,0.17365927,0.99546973,0.307141113,0.992960693
E4.2.2.9; pectate disaccharide-lyase [EC:4.2.2.9],-6.350807512,-6.45721243,-6.214523124,0.184192233,2.559438312,0.064344975,0.470741227,0.590417371,0.9950586,0.649877702,0.993057297
CEL; bile salt-stimulated lipase [EC:3.1.1.3 3.1.1.13],-6.152859083,-5.987641902,-6.279064137,-0.353404534,2.39565908,-0.144008821,0.432291676,0.524244307,0.993850893,0.593241425,0.993076716
nirA; ferredoxin-nitrite reductase [EC:1.7.7.1],-1.143171487,-0.497627279,-1.579975607,-0.999161643,2.198979988,-0.428411503,0.338541692,0.179751916,0.996220388,0.215203959,0.993111194
"ABCC4; ATP-binding cassette, subfamily C (CFTR/MRP), member 4",-6.292896388,-6.452032513,-6.128994017,0.225764805,2.875770664,0.068693666,0.458333339,0.610861725,0.994344789,0.637132904,0.99335818
menE; O-succinylbenzoic acid--CoA ligase [EC:6.2.1.26],0.18699145,0.457213558,0.128729111,-0.381216876,1.038727407,-0.34111351,0.365409643,0.339582015,0.99694338,0.266091134,0.993426747
"dcuS; two-component system, CitB family, sensor histidine kinase DcuS [EC:2.7.13.3]",-5.861717233,-5.36656582,-6.366300287,-0.968653619,4.50537059,-0.19443903,0.395318611,0.440985134,0.996739841,0.428245148,0.993455687
SCJ1; DnaJ-related protein SCJ1,-5.601594399,-5.700328899,-5.48472202,0.154329609,1.861330098,0.071907436,0.462938887,0.625002154,0.995412056,0.627446789,0.993462496
"pleC1; two-component system, cell cycle sensor kinase and response regulator [EC:2.7.13.3]",-3.974877009,-4.082471013,-3.862494645,0.232733139,1.353167805,0.153233919,0.428385427,0.539946473,0.995856483,0.570613865,0.993466437
mhpF; acetaldehyde dehydrogenase [EC:1.2.1.10],-3.573947386,-3.772852887,-3.440553401,0.309659903,1.475176836,0.180743031,0.406250014,0.489452984,0.99694338,0.456258233,0.993491769
PARK7; protein DJ-1,-4.324054507,-4.375795156,-4.290216177,0.03259593,1.145454579,0.029759795,0.488946686,0.621229739,0.996162177,0.598270212,0.993537975
PIN1; peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 [EC:5.2.1.8],-3.692068124,-3.55642588,-3.954277018,-0.461551437,1.674406134,-0.252899453,0.382812518,0.434121854,0.996574018,0.433928501,0.993594613
FDH; formate dehydrogenase [EC:1.2.1.2],-2.909796398,-3.137583038,-2.787140377,0.253054532,0.992826583,0.219283408,0.417968762,0.657999701,0.996511511,0.546058254,0.993643136
aldA; lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase [EC:1.2.1.22 1.2.1.21],-2.022381793,-2.274414759,-1.40952188,0.681432288,1.989825971,0.300718796,0.369791686,0.448080111,0.996946943,0.291805257,0.993729204
"K11521, manR; two-component system, OmpR family, manganese sensing response regulator",-4.171239338,-4.045623068,-4.297131615,-0.199929382,1.414354799,-0.141259429,0.434330309,0.655743377,0.996565167,0.585302343,0.993742302
"E2.6.1.76, ectB; diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76]",0.514933868,0.440800361,0.791112787,0.405608551,1.330606306,0.262501593,0.352864606,0.116976361,0.990722608,0.246130089,0.993895998
ACP1; low molecular weight phosphotyrosine protein phosphatase [EC:3.1.3.2 3.1.3.48],-4.78337011,-4.766197766,-4.809134646,0.026490562,1.444133914,0.013566189,0.493489584,0.598750292,0.995919916,0.656503828,0.993901417
"RPA2, POLR1B; DNA-directed RNA polymerase I subunit RPA2 [EC:2.7.7.6]",-5.806990686,-5.678991678,-5.994742883,-0.57168839,3.086496102,-0.160507494,0.415364596,0.297995112,0.990907141,0.482421733,0.993913615
"ABCB4; ATP-binding cassette, subfamily B (MDR/TAP), member 4",-5.928025219,-6.254706643,-5.588421385,0.613895142,2.723724156,0.189265106,0.394018221,0.540498749,0.995443611,0.482504292,0.993942556
LSC2; succinyl-CoA synthetase beta subunit [EC:6.2.1.4 6.2.1.5],-5.186021435,-5.246791032,-5.137366313,0.134984777,2.210521435,0.052105566,0.470052088,0.680093738,0.995678118,0.701626774,0.994005599
LSC1; succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5],-4.422173077,-4.507816532,-4.255805088,0.346523329,1.903250101,0.167698844,0.412760429,0.617967722,0.996079586,0.539469663,0.99401873
"mtrA; two-component system, OmpR family, response regulator MtrA",-2.426217629,-2.489396891,-2.339318711,0.124913052,0.858736923,0.135820199,0.437500009,0.685258527,0.996017198,0.597116248,0.994096902
"OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]",-2.491396113,-2.285678399,-2.772264564,-0.476129993,1.663989641,-0.230039184,0.378906268,0.219660225,0.995790192,0.346990354,0.994175866
alsC; D-allose transport system permease protein,-4.171229626,-4.058146378,-4.257877446,-0.714849831,2.71221328,-0.215424787,0.384915492,0.237050305,0.992699492,0.384913277,0.994220318
echD; ech hydrogenase subunit D,-6.008931879,-6.137660909,-5.832615201,0.219359749,2.561495589,0.068389452,0.461638497,0.628624958,0.997023114,0.623457606,0.99424263
"GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]",-3.877489881,-3.747876909,-4.053620572,-0.350381739,1.815004313,-0.143792027,0.415364596,0.731280937,0.997083149,0.530784108,0.994263617
RIM15; serine/threonine-protein kinase RIM15 [EC:2.7.11.1],-4.954699917,-4.710745047,-5.102506917,-0.49371135,2.472305976,-0.154371865,0.403645847,0.571865651,0.996316688,0.525388582,0.994282869
"E2.7.7.43, neuA, CMAS; N-acylneuraminate cytidylyltransferase [EC:2.7.7.43]",2.224144083,2.607354341,2.130632732,-0.393078223,1.062117399,-0.372377475,0.345052108,0.244817838,0.99694338,0.209358131,0.994308744
mviN; virulence factor,2.621955742,2.378452243,2.716750635,0.334972288,1.233326619,0.262700824,0.358907694,0.558483127,0.99694338,0.229868095,0.994403119
"ATPeF1A, ATP5A1; F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14]",-3.698227371,-3.748070031,-3.657610624,0.006755055,0.964445615,0.006985585,0.496749025,0.641161908,0.996677729,0.646872184,0.994443067
pilG; twitching motility two-component system response regulator PilG,-5.536116223,-5.71444648,-5.354053251,0.274261201,2.355540408,0.090701149,0.453836157,0.668243658,0.994755553,0.654455638,0.994524013
"ATPVD, ntpD; V-type H+-transporting ATPase subunit D [EC:3.6.3.14]",2.404015029,2.325435836,2.61887319,0.336818284,0.998286076,0.31601846,0.343303015,0.175195844,0.996897081,0.21133009,0.99455899
"GAPDHS; glyceraldehyde-3-phosphate dehydrogenase, spermatogenic [EC:1.2.1.12]",-5.600383075,-5.667084223,-5.529175996,0.068409388,1.848787425,0.020992379,0.488281252,0.612089074,0.995082437,0.644134708,0.994586337
SHPK; sedoheptulokinase [EC:2.7.1.14],-3.695441277,-3.971562733,-3.346747036,0.443951188,2.12705823,0.171778314,0.396619001,0.587087405,0.996435799,0.437888881,0.994605345
"crtISO, crtH; prolycopene isomerase [EC:5.2.1.13]",-3.246699475,-3.500287059,-3.049846623,0.351437068,1.639292937,0.199993559,0.412760429,0.521114756,0.996961561,0.474853707,0.994669762
recO; DNA repair protein RecO (recombination protein O),1.411780164,1.554478276,1.271405977,-0.268338918,0.788972417,-0.288590887,0.360677105,0.319977368,0.99694338,0.26167457,0.994682762
adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1],3.947704472,4.039572333,3.807788071,-0.173267265,0.656556372,-0.25343795,0.348958357,0.586439599,0.99694338,0.220598809,0.994728965
"IVD, ivd; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]",-5.611291688,-5.58957288,-5.630075827,-0.000446593,1.963553129,-0.000154783,0.5,0.606547497,0.997048826,0.6565018,0.994733766
ghrA; gyoxylate/hydroxypyruvate reductase A [EC:1.1.1.79 1.1.1.81],-2.947583774,-3.019253963,-2.882488029,0.229972145,1.211869389,0.185615002,0.427083344,0.487586864,0.994949343,0.551221568,0.994741877
AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51],-4.958548017,-4.908154201,-5.076060059,-0.176898989,1.592377457,-0.094916552,0.448634598,0.633919724,0.997079857,0.606599619,0.994759924
"E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]",-3.508766117,-3.716323868,-3.240738353,0.587774924,1.963828546,0.316893361,0.375000019,0.340277097,0.995739512,0.382226729,0.994768735
BZRP; benzodiazapine receptor,-5.587397812,-5.663408542,-5.50153508,0.103333192,2.118840376,0.037522453,0.477243176,0.562627441,0.99650984,0.608310603,0.994818887
"ATP2A; Ca2+ transporting ATPase, sarcoplasmic/endoplasmic reticulum [EC:3.6.3.8]",-2.433486824,-2.311071866,-2.70468325,-0.262660872,1.196357913,-0.184013944,0.411458346,0.643773915,0.996979029,0.493630337,0.994864216
E1.1.1.215; gluconate 2-dehydrogenase [EC:1.1.1.215],-2.093698123,-2.138930851,-2.042278094,0.077518132,0.761609116,0.099474477,0.447916674,0.668825761,0.9970478,0.675539198,0.994941664
E2.7.6.5X; putative GTP pyrophosphokinase [EC:2.7.6.5],-1.160393085,-0.563411335,-1.46250052,-0.820597934,2.348320264,-0.330362408,0.341145858,0.385525715,0.99694338,0.235686147,0.994942914
mttC; trimethylamine corrinoid protein,-2.436290014,-2.583014084,-2.342098121,0.151413752,0.855741667,0.145364478,0.435630698,0.636945947,0.99716677,0.545235221,0.994994157
"CNOT7_8, CAF1, POP2; CCR4-NOT transcription complex subunit 7/8",-6.163401392,-5.971415373,-6.400574997,-0.46772195,3.29767584,-0.127054694,0.436931088,0.546274493,0.995603961,0.589299033,0.995018161
eta; exfoliative toxin A/B,-1.63845109,-1.782446554,-1.487957149,0.240190896,0.921397188,0.205699075,0.380208351,0.76434585,0.99707953,0.395651308,0.995065761
"hpaI; 2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase [EC:4.1.2.-]",-1.322933331,-1.701269519,-1.197484676,0.352657156,1.152121345,0.278217839,0.371911593,0.482965972,0.99694338,0.334432825,0.99506595
"E4.2.1.2AA, fumA; fumarate hydratase subunit alpha [EC:4.2.1.2]",3.483579465,3.715809868,3.275538269,-0.221730944,0.729079193,-0.304781905,0.355468772,0.209755713,0.99694338,0.224306106,0.995068722
rfbH; CDP-6-deoxy-D-xylo-4-hexulose-3-dehydrase,2.36346318,2.546992536,2.295827778,-0.298179544,1.018476419,-0.317718896,0.354166689,0.211472156,0.99694338,0.242595316,0.995118037
ARSA; arylsulfatase A [EC:3.1.6.8],-4.510603083,-4.481906708,-4.535001641,0.069146874,1.551237853,0.036201162,0.480468753,0.634488896,0.994462538,0.65939216,0.995120764
CHK2; serine/threonine-protein kinase Chk2 [EC:2.7.11.1],-5.669719841,-5.633679584,-5.72169421,-0.25493532,2.413915621,-0.078465089,0.459037717,0.456723202,0.994488279,0.603356272,0.995133397
"ctrA; two-component system, cell cycle response regulator CtrA",-5.258007787,-5.171313006,-5.332714149,-0.171547702,1.465716577,-0.096635383,0.45052084,0.527592965,0.99703533,0.541409264,0.995154548
PKA; protein kinase A [EC:2.7.11.11],-5.10699469,-4.976447288,-5.244275095,-0.570505264,2.711104003,-0.179458068,0.40702212,0.341809766,0.990522283,0.521730278,0.995171293
E1.1.1.39; malate dehydrogenase (decarboxylating) [EC:1.1.1.39],-4.651195978,-4.598876988,-4.715837957,-0.116840235,1.33443196,-0.066887798,0.461638497,0.516898663,0.995742204,0.656200707,0.995176286
RALBP1; RalA-binding protein 1,-5.504888969,-5.722819095,-5.166244431,0.399933304,2.406621435,0.124755928,0.437500009,0.662528526,0.996105958,0.578665175,0.995239256
"E3.2.1.91; cellulose 1,4-beta-cellobiosidase [EC:3.2.1.91]",-1.047715033,-0.74400217,-1.824840157,-0.965294286,2.248407015,-0.361340006,0.348958357,0.462531504,0.99694338,0.221482825,0.995287135
pvdE; putative ATP-binding cassette transporter,-3.191348462,-3.341615463,-3.067538565,0.299187988,1.359454234,0.16591013,0.399219781,0.761454238,0.997108127,0.453934177,0.995290387
MSH2; DNA mismatch repair protein MSH2,-6.296310992,-6.204209943,-6.375062255,-0.086399059,2.717275213,-0.026588017,0.480468753,0.615650852,0.996476289,0.679990136,0.995304393
"E2.7.8.5, pgsA, PGS1; CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]",2.88700583,2.905203631,2.81075087,-0.103485131,0.366216733,-0.237014247,0.37109377,0.361822154,0.99694338,0.308530768,0.995415983
ABC.MAL1.A; maltooligosaccharide transport system ATP-binding protein,-3.344332281,-3.301596665,-3.406282502,-0.02802639,1.052313667,-0.033398436,0.483745126,0.678835642,0.995631233,0.711747359,0.99546449
pduE; propanediol dehydratase small subunit [EC:4.2.1.28],-4.016964337,-3.899178293,-4.171918669,-0.301897485,1.689668301,-0.165583044,0.427828359,0.689067424,0.996904826,0.598836066,0.9954716
plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51],2.508378442,2.618972151,2.417571689,-0.209755889,0.667065972,-0.30080073,0.352405745,0.245827709,0.99694338,0.253912051,0.995479735
"MTHFD2; methylenetetrahydrofolate dehydrogenase(NAD+) / 5,10-methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.15 3.5.4.9]",-3.206138667,-3.45144496,-2.920082672,0.295627075,1.35992643,0.204980271,0.410156263,0.529463925,0.996985286,0.466201567,0.995651161
"mvhG, vhuG, vhcG; F420-non-reducing hydrogenase subunit G [EC:1.12.99.-]",-4.046904135,-3.792958197,-4.293434439,-0.662985098,2.771521121,-0.237235013,0.399739598,0.344988115,0.996401276,0.389832528,0.995654691
"PTS-Ntr-EIIA, ptsN; PTS system, nitrogen regulatory IIA component [EC:2.7.1.69]",-0.232377423,-0.366426744,-0.060218677,0.924431278,2.742579441,0.329870753,0.37109377,0.201451996,0.996887943,0.239266926,0.995753565
aglG; alpha-glucoside transport system permease protein,-6.041854376,-6.07938731,-5.974709466,-0.296647808,2.594915247,-0.091097612,0.458333339,0.495722424,0.995738745,0.623092479,0.995770217
gcl; tartronate-semialdehyde synthase [EC:4.1.1.47],-3.6666154,-3.606766978,-3.758128952,-0.093767043,1.25638629,-0.071701462,0.469440837,0.642818284,0.997081517,0.708106372,0.995773603
"resE; two-component system, OmpR family, sensor histidine kinase ResE [EC:2.7.13.3]",-1.447242054,-1.458439975,-1.439015508,0.07236225,0.810231526,0.065291922,0.460338107,0.427805881,0.996545001,0.671756115,0.995802087
"E5.1.3.7, wbpP; UDP-N-acetylglucosamine 4-epimerase [EC:5.1.3.7]",-5.189374379,-5.151825041,-5.232951159,0.086867985,1.636257605,0.048878224,0.477864586,0.580632964,0.994024796,0.661713506,0.995818939
GNS; N-acetylglucosamine-6-sulfatase [EC:3.1.6.14],-4.706597244,-4.995271956,-4.468582944,0.420422818,2.347927009,0.151709923,0.4096229,0.63489922,0.996732262,0.511165579,0.995837745
"GLDC, gcvP; glycine dehydrogenase [EC:1.4.4.2]",1.099886452,1.273148204,0.707596663,-0.370960558,1.080884205,-0.347380618,0.355468772,0.263365005,0.99694338,0.241623646,0.995900456
"E3.1.3.71, comB; 2-phosphosulfolactate phosphatase [EC:3.1.3.71]",-3.7127781,-3.597159865,-3.828294972,-0.242486414,1.497372139,-0.15760401,0.429128749,0.535190376,0.996958051,0.581799038,0.995904764
kdpA; K+-transporting ATPase ATPase A chain [EC:3.6.3.12],0.454891752,0.273852795,0.709851247,0.277013253,0.899833517,0.269246112,0.375000019,0.500732259,0.99694338,0.311246345,0.995973989
ABC.CYST.P; cystine transport system permease protein,-5.441919782,-5.406251558,-5.468681629,-0.075297949,2.140570138,-0.029771509,0.481770836,0.627868439,0.995934299,0.699034826,0.995981178
frhB; coenzyme F420 hydrogenase beta subunit [EC:1.12.98.1],-5.400285643,-4.904872425,-5.812732829,-0.964102279,3.94035092,-0.193882144,0.390117051,0.509995585,0.99627513,0.476726813,0.995986716
PEX1; peroxin-1,-4.914654105,-4.759972522,-5.065616626,-0.200670455,1.821604633,-0.094132664,0.449218757,0.600393992,0.997114258,0.604002107,0.996008486
"E3.5.1.4, amiE; amidase [EC:3.5.1.4]",-0.483778793,-0.582087298,-0.382058851,0.162334694,0.773270075,0.170696475,0.399219781,0.760479998,0.997085981,0.442726307,0.996011508
"E1.14.13.81, acsF, chlE; magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase [EC:1.14.13.81]",-5.189667615,-5.407985934,-4.86735036,0.438120723,2.811149889,0.128380881,0.436197926,0.706355713,0.997045015,0.609920584,0.996017285
"hpaG; 5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase / 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase [EC:4.1.1.68 5.3.3.-]",-5.585926376,-5.58664422,-5.585384614,0.078051842,1.835024119,0.039480438,0.484375002,0.612280327,0.996542884,0.634244335,0.996044423
"E2.7.4.6, ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]",2.003769366,1.851065735,2.06519615,0.266482166,0.969303874,0.271630551,0.356306914,0.183850409,0.996831549,0.259912346,0.996058768
ADE2; phosphoribosylaminoimidazole carboxylase [EC:4.1.1.21],-4.220133865,-4.209558721,-4.233948442,-0.057606315,1.579642392,-0.031110768,0.477864586,0.53407466,0.996672403,0.681967417,0.996085048
"RP-L34, rpmH; large subunit ribosomal protein L34",2.177829692,2.176175156,2.259907334,0.21567708,0.723128929,0.32445257,0.348958357,0.303576609,0.99694338,0.245222597,0.996091245
APEX1; AP endonuclease 1 [EC:4.2.99.18],-4.332015599,-4.240785312,-4.404929734,-0.173865107,1.475696153,-0.106267988,0.449934988,0.570037169,0.996990586,0.607641101,0.996103733
"cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]",-4.655726478,-4.638432556,-4.671912451,-0.154367532,1.599351235,-0.077641928,0.449934988,0.471897462,0.995949226,0.65953117,0.99613816
benD-xylL; dihydroxycyclohexadiene carboxylate dehydrogenase [EC:1.3.1.25 1.3.1.-],-5.524060631,-5.617216895,-5.298601763,0.379602268,3.094460802,0.095447402,0.446614591,0.6752138,0.996982609,0.621718934,0.99623832
"E2.7.1.68, PIP5K; 1-phosphatidylinositol-4-phosphate 5-kinase [EC:2.7.1.68]",-5.0628424,-5.343258446,-4.900190544,0.339702565,2.244350642,0.155943827,0.421326409,0.538394409,0.996140588,0.596638898,0.996251143
acyP; acylphosphatase [EC:3.6.1.7],-2.023025544,-2.194680032,-1.872956235,0.362997751,1.655280014,0.20906874,0.389322933,0.305531642,0.99694338,0.387904477,0.996258004
E1.4.1.3; glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3],-2.317152298,-2.516252847,-2.168284453,0.273623297,1.158388183,0.198980939,0.396619001,0.533733796,0.996598886,0.464003302,0.99626732
"PTS-Gam-EIIC, agaC; PTS system, galactosamine-specific IIC component",-3.371941955,-3.48423409,-3.284326678,0.257871795,1.70097255,0.128919599,0.416666679,0.670133615,0.997020005,0.521687214,0.996274032
CPS1; carbamoyl-phosphate synthase (ammonia) [EC:6.3.4.16],-3.522912778,-3.75238035,-3.335273889,0.282366088,1.834063656,0.14047621,0.438231478,0.607121234,0.99531695,0.649197274,0.996290322
fliF; flagellar M-ring protein FliF,2.366169122,2.316334158,2.495218987,0.177357605,0.738210303,0.230968839,0.360208084,0.257999853,0.99694338,0.263036404,0.996296929
iunH; purine nucleosidase [EC:3.2.2.1],0.43285369,0.482834338,0.401115288,-0.46445737,0.991839242,-0.32404658,0.352864606,0.609660873,0.99694338,0.272807151,0.996328207
E2.1.1.104; caffeoyl-CoA O-methyltransferase [EC:2.1.1.104],-3.268827819,-3.488238126,-3.049271316,0.281725824,1.305452162,0.188978608,0.407552097,0.678344903,0.996679912,0.553683259,0.996339007
patA; aminotransferase [EC:2.6.1.-],-0.590926506,-0.424405091,-0.692651819,-0.304968088,1.180959112,-0.167584252,0.392717831,0.780579386,0.997128896,0.366029537,0.996363201
