PATHWAY_SORTORDER,BIOCHEMICAL,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID,PLATFORM,CHEMICAL_ID,RI,MASS,CAS,PUBCHEM,CHEMSPIDER,KEGG,HMDB_ID
344,3-hydroxy-2-ethylpropionate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",32397,LC/MS Neg,100001170,975,117.05571,4374-62-3,188979,164207,,HMDB00396
2852,3-hydroxy-3-methylglutarate,Lipid,Mevalonate Metabolism,531,LC/MS Polar,112,2850,161.04555,503-49-1,1662,4573695,C03761,HMDB00355
1489,3-hydroxyadipate*,Lipid,"Fatty Acid, Dicarboxylate",62069,LC/MS Polar,100004396,3131,161.04554,,151913,133894,,HMDB00345
4062,3-hydroxybenzoate,Xenobiotics,Benzoate Metabolism,15673,LC/MS Neg,100000013,1141,137.02442,99-06-9,7420,7142,C00587,HMDB02466
1704,3-hydroxybutyrate (BHBA),Lipid,Ketone Bodies,542,LC/MS Polar,254,1480,103.04007,625-72-9,441,428,C01089,HMDB00357
1741,3-hydroxydecanoate,Lipid,"Fatty Acid, Monohydroxy",22053,LC/MS Neg,100000997,4634.7,187.13396,5561-87-5,26612,24790,,HMDB02203
1508,3-hydroxydodecanedioate*,Lipid,"Fatty Acid, Dicarboxylate",62915,LC/MS Neg,100001454,2252,245.13944,34574-69-1,16663321,13628081,,HMDB00413
1738,3-hydroxyhexanoate,Lipid,"Fatty Acid, Monohydroxy",53230,LC/MS Neg,100006367,1725,131.07136,10191-24-9,151492,133518,,
4043,3-hydroxyhippurate,Xenobiotics,Benzoate Metabolism,39600,LC/MS Neg,100002122,1687,194.04588,1637-75-8,450268,396603,,HMDB06116
1744,3-hydroxylaurate,Lipid,"Fatty Acid, Monohydroxy",32457,LC/MS Neg,100001112,5175,215.16526,53941-38-1,94216,85026,,HMDB00387
1623,3-hydroxymargaroylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),63670,LC/MS Neg,100021376,5555,342.26498,,10545348,8720739,,
1745,3-hydroxymyristate,Lipid,"Fatty Acid, Monohydroxy",21158,LC/MS Neg,100000882,5335,243.19656,3422-31-9,16064,15252,,
1739,3-hydroxyoctanoate,Lipid,"Fatty Acid, Monohydroxy",22001,LC/MS Neg,100000773,3446,159.10266,88930-08-9,26613,24791,,HMDB01954
1748,3-hydroxyoleate*,Lipid,"Fatty Acid, Monohydroxy",61843,LC/MS Neg,100019966,5508,297.24351,,,,,
147,3-hydroxyphenylacetate,Amino Acid,Phenylalanine Metabolism,1413,LC/MS Polar,114,1220,151.04007,621-37-4,12122,5323739,C05593,HMDB00440
1743,3-hydroxysebacate,Lipid,"Fatty Acid, Monohydroxy",31943,LC/MS Neg,100001145,1282,217.10814,73141-46-5,3017884,2285525,,HMDB00350
1777,3-hydroxystearate,Lipid,"Fatty Acid, Monohydroxy",52938,LC/MS Neg,100008933,5674,299.25917,45261-96-9,5282907,4446034,,
1740,3-hydroxysuberate,Lipid,"Fatty Acid, Monohydroxy",31936,LC/MS Polar,100001143,3000,189.07684,73141-47-6,22328017,13498677,,HMDB00325
4662,3-indoleglyoxylic acid,Xenobiotics,Food Component/Plant,63583,LC/MS Neg,100020372,2140,188.03531,1477-49-2,73863,66497,,
280,3-indoxyl sulfate,Amino Acid,Tryptophan Metabolism,27672,LC/MS Neg,100000467,2222.2,212.0023,2642-37-7,10258,9840,,HMDB00682
2682,3-ketosphinganine,Lipid,Sphingolipid Synthesis,34381,LC/MS Pos Late,100001436,1400,300.28971,18944-28-0,631,611,C02934,HMDB01480
335,3-methyl-2-oxovalerate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",15676,LC/MS Neg,100000036,2064.2,129.05572,1460-34-0;51829-07-3,47,46,C00671,HMDB03736
1490,3-methyladipate,Lipid,"Fatty Acid, Dicarboxylate",36749,LC/MS Polar,100001765,2865,159.06628,422955,12292,11789,,HMDB00555
1483,3-methylglutarate/2-methylglutarate,Lipid,"Fatty Acid, Dicarboxylate",54676,LC/MS Polar,100010834,2832,145.05063,,,11781,,HMDB00752
68,3-methylhistidine,Amino Acid,Histidine Metabolism,15677,LC/MS Pos Early,100000042,2670,170.09241,368-16-1,64969,58494,C01152,HMDB00479
4130,3-phenylpropionate (hydrocinnamate),Xenobiotics,Benzoate Metabolism,15749,LC/MS Neg,100000010,2860,149.0608,501-52-0,107,10181339,C05629,HMDB00764
1085,3-phosphoglycerate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1414,LC/MS Neg,132,583,184.98566,80731-10-8,724,10669764,C00597,HMDB00807
411,3-sulfo-L-alanine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",47089,LC/MS Pos Early,382,570,170.01178,498-40-8,72886,65718,C00506,HMDB02757
3839,3-ureidoisobutyrate,Nucleotide,"Pyrimidine Metabolism, Uracil containing",57549,LC/MS Pos Early,100001531,1207,147.07642,2905-86-4,160663,141172,C05100,HMDB02031
3840,3-ureidopropionate,Nucleotide,"Pyrimidine Metabolism, Uracil containing",3155,LC/MS Pos Early,1053,875,133.06077,462-88-4,111,109,C02642,HMDB00026
3152,3b-hydroxy-5-cholenoic acid,Lipid,Secondary Bile Acid Metabolism,43507,LC/MS Neg,100004182,5205,373.27482,5255-17-4,92997,83950,,HMDB00308
2881,3beta-hydroxy-5-cholestenoate,Lipid,Sterol,54805,LC/MS Neg,100006370,5398,415.32177,6561-58-6,165511,,C17333,
2890,3beta-Hydroxy-7-oxo-5-cholestenoic acid,Lipid,Sterol,36834,LC/MS Neg,100001610,5236,429.30103,1246298-64-5,,,,
5325,4-acetamidobenzoate,Xenobiotics,Chemical,57585,LC/MS Neg,100009413,1403,178.05096,556-08-1,19266,18177,D03836,
483,4-acetamidobutanoate,Amino Acid,Polyamine Metabolism,1558,LC/MS Pos Early,1113,1350,146.08117,3025-96-5,18189,17180,C02946,HMDB03681
2891,4-cholesten-3-one,Lipid,Sterol,38125,LC/MS Pos Late,100002227,2520,385.3465,601-57-0,91477,427,C00599,HMDB00921
4090,4-ethylphenylsulfate,Xenobiotics,Benzoate Metabolism,36099,LC/MS Neg,100001756,3580,201.0227,123-07-9,,,C13637,HMDB62551
485,4-guanidinobutanoate,Amino Acid,Guanidino and Acetamido Metabolism,15681,LC/MS Pos Early,100000096,2320,146.09241,463-003;463-00-3,500,486,C01035,HMDB03464
4061,4-hydroxybenzoate,Xenobiotics,Benzoate Metabolism,21133,LC/MS Neg,100000862,820,137.02441,99-96-7,135,132,C00156,HMDB00500
1722,4-hydroxybutyrate (GHB),Lipid,"Fatty Acid, Monohydroxy",34585,LC/MS Pos Early,100001507,1148,87.04406,502-85-2,10413,9984,C00989,HMDB00710
148,4-hydroxyphenylacetate,Amino Acid,Phenylalanine Metabolism,541,LC/MS Neg,144,1361,151.04007,156-38-7,127,3881560,C00642,HMDB00020
1039,4-hydroxyphenylacetylglycine,Peptide,Acetylated Peptides,43525,LC/MS Neg,100004418,1622,208.06153,28116-23-6,440732,389604,C05596,
162,4-hydroxyphenylpyruvate,Amino Acid,Tyrosine Metabolism,1669,LC/MS Neg,1141,1690,179.03498,156-39-8,979,954,C01179,HMDB00707
89,4-imidazoleacetate,Amino Acid,Histidine Metabolism,32349,LC/MS Pos Early,100001207,2055,127.05021,645-65-8,96215,86856,C02835,HMDB02024
295,4-methyl-2-oxopentanoate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",22116,LC/MS Neg,100000551,2170,129.05571,816-66-0,70,69,C00233,HMDB00695
5350,4-quinolinecarboxylic acid,Xenobiotics,Chemical,63767,LC/MS Neg,100021550,1800,172.0404,486-74-8,10243,9826,C06414,
3824,"5,6-dihydrouridine",Nucleotide,"Pyrimidine Metabolism, Uracil containing",61833,LC/MS Neg,100001425,1119,245.07791,1361384,94312,85115,,
4010,5-(2-Hydroxyethyl)-4-methylthiazole,Cofactors and Vitamins,Thiamine Metabolism,27673,LC/MS Pos Early,100000098,2310,144.04777,137-00-8,1136,1104,C04294,
111,5-(galactosylhydroxy)-L-lysine,Amino Acid,Lysine Metabolism,43582,LC/MS Pos Early,100002462,2755,325.16055,32448-36-5,,,,
126,5-aminovalerate,Amino Acid,Lysine Metabolism,18319,LC/MS Pos Early,100000454,2220,118.08626,660-88-8,138,135,C00431,HMDB03355
1752,5-hydroxyhexanoate,Lipid,"Fatty Acid, Monohydroxy",31938,LC/MS Neg,100001148,1267,131.07136,44843-89-2,170748,149280,,HMDB00525
110,5-hydroxylysine,Amino Acid,Lysine Metabolism,15685,LC/MS Pos Early,100000054,2790,163.10772,13204-98-3,1029,1002,C16741,HMDB00450
3855,5-methylcytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",22119,LC/MS Pos Early,100000763,2227,258.10845,2140-61-6,92918,83877,,HMDB00982
3858,5-methylcytosine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",21106,LC/MS Pos Early,1049,2195,126.06619,58366-64-6,65040,58551,C02376,HMDB02894
479,5-methylthioadenosine (MTA),Amino Acid,Polyamine Metabolism,1419,LC/MS Pos Early,212,2752,298.09684,2457-80-9,439176,388321,C00170,HMDB01173
3826,5-methyluridine (ribothymidine),Nucleotide,"Pyrimidine Metabolism, Uracil containing",35136,LC/MS Neg,100001446,1778.1,257.07791,1463-10-1,445408,393058,,HMDB00884
498,5-oxoproline,Amino Acid,Glutathione Metabolism,1494,LC/MS Neg,1021,738.5,128.03531,98-79-3,7405,7127,C01879,HMDB00267
3108,6-beta-hydroxylithocholate,Lipid,Secondary Bile Acid Metabolism,36807,LC/MS Neg,100001625,4830,391.28538,668-49-5,5283821,4446909,C15515,HMDB00811
3136,6-oxolithocholate,Lipid,Secondary Bile Acid Metabolism,46336,LC/MS Neg,100001068,5033,389.26973,2393-61-5,164960,144621,,
123,6-oxopiperidine-2-carboxylate,Amino Acid,Lysine Metabolism,43231,LC/MS Neg,100004499,965,142.05096,34622-39-4,3014237,2282737,,HMDB61705
3134,"7,12-diketolithocholate",Lipid,Secondary Bile Acid Metabolism,31906,LC/MS Neg,100001070,4215,403.24899,517-33-9,3080560,2338317,,
3150,7-ketodeoxycholate,Lipid,Secondary Bile Acid Metabolism,31904,LC/MS Neg,100001063,4821,405.26464,911-40-0,188292,163659,,HMDB00391
3137,7-ketolithocholate,Lipid,Secondary Bile Acid Metabolism,43830,LC/MS Neg,100001069,5082,389.26973,4651-67-6,444262,392247,,HMDB00467
3790,7-methylguanine,Nucleotide,"Purine Metabolism, Guanine containing",35114,LC/MS Pos Early,100001456,2175,166.07234,578-76-7,11361,10883,C02242,HMDB00897
1757,8-hydroxyoctanoate,Lipid,"Fatty Acid, Monohydroxy",21239,LC/MS Neg,100000956,2300,159.10266,764-89-6,69820,63018,,HMDB61914
1789,"9,10-DiHOME",Lipid,"Fatty Acid, Dihydroxy",38399,LC/MS Neg,179,5180,313.23843,263399-34-4,9966640,8142232,C14828,HMDB04704
1628,acetylcarnitine (C2),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Short Chain)",32198,LC/MS Pos Early,100000802,2282,204.12304,5080-50-2,1,5406074,C02571,HMDB00201
1304,acetylphosphate,Energy,Oxidative Phosphorylation,15488,LC/MS Polar,1211,4013.9,138.98018,94249-01-1,186,181,C00227,HMDB01494
3753,adenine,Nucleotide,"Purine Metabolism, Adenine containing",554,LC/MS Pos Early,880,2221,136.06178,73-24-5,190,185,C00147,HMDB00034
3752,adenosine,Nucleotide,"Purine Metabolism, Adenine containing",555,LC/MS Pos Early,798,2169,268.10404,58-61-7,60961,54923,C00212,HMDB00050
3747,adenosine 2'-monophosphate (2'-AMP),Nucleotide,"Purine Metabolism, Adenine containing",36815,LC/MS Neg,100001694,1497.7,346.0558,130-49-4,94136,,C00946,HMDB11617
3746,adenosine 3'-monophosphate (3'-AMP),Nucleotide,"Purine Metabolism, Adenine containing",35142,LC/MS Neg,100001449,1245,346.0558,84-21-9,41211,10463793,C01367,HMDB03540
3745,adenosine 5'-monophosphate (AMP),Nucleotide,"Purine Metabolism, Adenine containing",32342,LC/MS Pos Early,209,1013,348.07037,149022-20-8,6083,10239183,C00020,HMDB00045
3749,"adenosine-2',3'-cyclic monophosphate",Nucleotide,"Purine Metabolism, Adenine containing",37467,LC/MS Neg,72,1793,328.04524,37063-35-7,2024,1947,C02353,HMDB11616
1486,adipate (C6-DC),Lipid,"Fatty Acid, Dicarboxylate",21134,LC/MS Polar,100000863,3000,145.05063,124-04-9,196,191,C06104,HMDB00448
1399,adrenate (22:4n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),32980,LC/MS Neg,100001193,5678,331.26425,2091-25-0,5497181,4445971,C16527,HMDB02226
461,agmatine,Amino Acid,Polyamine Metabolism,15496,LC/MS Pos Early,100000103,3057,131.12913,2482-00-0,199,194,C00179,HMDB01432
28,alanine,Amino Acid,Alanine and Aspartate Metabolism,1126,LC/MS Pos Early,811,1700,90.05496,56-41-7,5950,5735,C00041,HMDB00161
578,alanylleucine,Peptide,Dipeptide,37093,LC/MS Pos Early,100001890,3055,203.13902,1638-60-4,259583,227831,,HMDB28691
3740,allantoic acid,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",33434,LC/MS Polar,218,2960,175.04728,99-16-1,203,198,C00499,HMDB01209
3739,allantoin,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",1107,LC/MS Polar,1002,1672,157.03671,97-59-6,204,199,C02350,HMDB00462
299,alpha-hydroxyisocaproate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",22132,LC/MS Neg,100000706,1840,131.07136,10303-64-7,83697,75520,C03264,HMDB00746
360,alpha-hydroxyisovalerate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",46537,LC/MS Polar,100001300,1052,117.05571,600-37-3,99823,90190,,HMDB00407
1285,alpha-ketoglutarate,Energy,TCA Cycle,528,LC/MS Polar,93,2700,145.01425,305-72-6;328-50-7;22202-68-2,51,50,C00026,HMDB00208
3084,alpha-muricholate,Lipid,Primary Bile Acid Metabolism,34092,LC/MS Neg,100001280,4765,407.28029,2393-58-0,3083761,2340918,C17647,HMDB00506
3950,alpha-tocopherol,Cofactors and Vitamins,Tocopherol Metabolism,1561,LC/MS Pos Late,1105,2522,430.37818,59-02-9;10191-41-0,14985,14265,C02477,HMDB01893
3956,alpha-tocotrienol,Cofactors and Vitamins,Tocopherol Metabolism,37502,LC/MS Pos Late,100001979,1986,424.3336,58864-81-6,5282347,4445512,C14153,HMDB06327
81,anserine,Amino Acid,Histidine Metabolism,15747,LC/MS Pos Early,100000044,2924,241.12952,10030-52-1,112072,100482,C01262,HMDB00194
246,anthranilate,Amino Acid,Tryptophan Metabolism,57746,LC/MS Pos Early,1258,2606,120.0444,118-92-3,227,222,C00108,HMDB01123
4233,apigenin,Xenobiotics,Food Component/Plant,21189,LC/MS Neg,100000935,3845,269.04554,520-36-5,5280443,4444100,C01477,HMDB02124
1117,arabinose,Carbohydrate,Pentose Metabolism,575,LC/MS Polar,828,1804.5,195.05103,28697-53-2,66308,59687,C00216,HMDB00646
1125,arabitol/xylitol,Carbohydrate,Pentose Metabolism,48885,LC/MS Polar,100006430,1932.4,151.0612,,6912,,C01904,
1131,arabonate/xylonate,Carbohydrate,Pentose Metabolism,48255,LC/MS Polar,100006115,2700,165.04046,,,,,
1344,arachidate (20:0),Lipid,Long Chain Saturated Fatty Acid,1118,LC/MS Neg,893,6240,311.29555,506-30-9,10467,10035,C06425,HMDB02212
1397,arachidonate (20:4n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1110,LC/MS Neg,229,5535,303.23295,506-32-1,444899,392692,C00219,HMDB01043
1645,arachidoylcarnitine (C20)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",57513,LC/MS Pos Late,100015833,1512,456.40474,,,28639199,,HMDB06460
449,argininate*,Amino Acid,Urea cycle; Arginine and Proline Metabolism,57461,LC/MS Pos Early,100002769,2150,176.10297,157-07-3,160437,140984,,HMDB03148
413,arginine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,1638,LC/MS Pos Early,231,2825,175.11896,1119-34-2,232,227,C00062,HMDB00517
3942,ascorbic acid 3-sulfate*,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,63687,LC/MS Polar,100020409,2025,254.98146,,11425365,9600241,,
39,asparagine,Amino Acid,Alanine and Aspartate Metabolism,512,LC/MS Pos Early,917,1225,133.06077,70-47-3,6267,6031,C00152,HMDB00168
35,aspartate,Amino Acid,Alanine and Aspartate Metabolism,443,LC/MS Pos Early,234,1165,134.04479,56-84-8,5960,5745,C00049,HMDB00191
1500,azelate (C9-DC),Lipid,"Fatty Acid, Dicarboxylate",18362,LC/MS Neg,2029,1276,187.09758,123-99-9,2266,2179,C08261,HMDB00784
1646,behenoylcarnitine (C22)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",57514,LC/MS Pos Late,100015832,1561,484.43604,,,28639204,,
4051,benzoate,Xenobiotics,Benzoate Metabolism,15778,LC/MS Neg,100000008,1750,121.0295,65-85-0,243,238,C00180,HMDB01870
3841,beta-alanine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",55,LC/MS Pos Early,244,1905,90.05496,56-41-7;107-95-9,239,234,C00099,HMDB00056
4311,beta-guanidinopropanoate,Xenobiotics,Food Component/Plant,35101,LC/MS Pos Early,100001411,2145,132.07676,353-09-3,67701,61020,C03065,HMDB13222
312,beta-hydroxyisovalerate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",12129,LC/MS Polar,1442,1149.8,117.05572,625-08-1,69362,62571,,HMDB00754
3083,beta-muricholate,Lipid,Primary Bile Acid Metabolism,31885,LC/MS Neg,100001066,4794,407.28029,2393-59-1,5283853,2340919,C17726,HMDB00415
2892,beta-sitosterol,Lipid,Sterol,27414,LC/MS Pos Late,100001033,3054,397.38289,83-46-5,222284,192962,C01753,HMDB00852
6,betaine,Amino Acid,"Glycine, Serine and Threonine Metabolism",3141,LC/MS Pos Early,799,1064,118.08626,107-43-7,247,24219951173,C00719,HMDB00043
3995,"bilirubin (Z,Z)",Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,43807,LC/MS Pos Late,1090,1840,585.27076,635-65-4,5280352,4444055,C00486,HMDB00054
1514,branched chain 14:0 dicarboxylic acid**,Lipid,"Fatty Acid, Dicarboxylate",63191,LC/MS Neg,100021374,3849,257.17583,,,,,
1323,butyrate (4:0),Lipid,Short Chain Fatty Acid,40605,LC/MS Neg,1143,1062,87.04515,109-92-6,264,259,C00246,HMDB00039
1589,butyrylcarnitine (C4),Lipid,Fatty Acid Metabolism (also BCAA Metabolism),32412,LC/MS Pos Early,100001054,2860,232.15434,25576-40-3,439829,184820,C02862,HMDB02013
1590,butyrylglycine,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),31850,LC/MS Neg,100001151,1470,144.06661,20208-73-5,88412,79766,,HMDB00808
124,cadaverine,Amino Acid,Lysine Metabolism,15308,LC/MS Pos Early,100000110,3036,103.12298,462-94-2;1476-39-7,273,13866593,C01672,HMDB02322
2895,campesterol,Lipid,Sterol,33997,LC/MS Pos Late,100001269,2873,383.36724,474-62-4,173183,151215,C01789,HMDB02869
1325,caproate (6:0),Lipid,Medium Chain Fatty Acid,32489,LC/MS Neg,926,2713.7,115.07645,142-62-1,8892,8552,C01585,HMDB00535
1327,caprylate (8:0),Lipid,Medium Chain Fatty Acid,32492,LC/MS Neg,932,4362,143.10775,124-07-2,379,370,C06423,HMDB00482
56,carboxyethyl-GABA,Amino Acid,Glutamate Metabolism,40007,LC/MS Pos Early,100003260,2085,176.09174,908055,2572,2474,,HMDB02201
1698,carnitine,Lipid,Carnitine Metabolism,15500,LC/MS Pos Early,100000007,1978,162.11247,461-05-2,10917,10455,C00318,HMDB00062
4017,carotene diol (1),Cofactors and Vitamins,Vitamin A Metabolism,57635,LC/MS Pos Late,100015966,1720,568.42759,,,,,
4018,carotene diol (2),Cofactors and Vitamins,Vitamin A Metabolism,57636,LC/MS Pos Late,100015967,1904,568.42793,,,,,
4019,carotene diol (3),Cofactors and Vitamins,Vitamin A Metabolism,57637,LC/MS Pos Late,100015968,1948,568.42786,,,,,
4069,catechol sulfate,Xenobiotics,Benzoate Metabolism,35320,LC/MS Neg,100001605,1906,188.98631,4918-96-1,3083879,2341024,,HMDB59724
3076,chenodeoxycholate,Lipid,Primary Bile Acid Metabolism,1563,LC/MS Neg,1123,5264,391.28538,474-24-9;474-25-9,10133,,C02528,HMDB00518
3078,chenodeoxycholic acid sulfate (2),Lipid,Primary Bile Acid Metabolism,63608,LC/MS Neg,100021651,4807,235.11746,,,,,
1936,chiro-inositol,Lipid,Inositol Metabolism,37112,LC/MS Polar,100001859,3191.2,225.06159,643-12-9,,10254647,C19891,HMDB34220
3073,cholate,Lipid,Primary Bile Acid Metabolism,22842,LC/MS Neg,136,5165,407.28029,81-25-4,221493,,C00695,HMDB00619
3090,cholate sulfate,Lipid,Primary Bile Acid Metabolism,52973,LC/MS Neg,100006637,4557,243.11491,,,,,
2867,cholesterol,Lipid,Sterol,63,LC/MS Pos Late,266,2707,369.35159,57-88-5,11025495,4937803,C00187,HMDB00067
1964,choline,Lipid,Phospholipid Metabolism,15506,LC/MS Pos Early,1256,1961,104.10699,67-48-1,305,149278,C00114,HMDB00097
1965,choline phosphate,Lipid,Phospholipid Metabolism,34396,LC/MS Pos Early,267,700,184.07332,72556-74-2,1014,119298,C00588,HMDB01565
4329,chrysoeriol (3'-O-methylluteolin),Xenobiotics,Food Component/Plant,40474,LC/MS Neg,100002959,3870,299.05611,491-71-4,5280666,4444263,C04293,HMDB30667
1279,citrate,Energy,TCA Cycle,1564,LC/MS Neg,1124,582,191.01973,77-92-9,311,305,C00158,HMDB00094
422,citrulline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,2132,LC/MS Pos Early,391,1520,176.10297,372-75-8,9750,810,C00327,HMDB00904
2885,coprostanol,Lipid,Sterol,45986,LC/MS Pos Late,100005346,2850,371.36724,360-68-9,221122,19951861,,HMDB00577
4346,coumestrol,Xenobiotics,Food Component/Plant,38134,LC/MS Neg,100002264,4375,267.02989,479-13-0,5281707,4445024,C10205,HMDB02326
455,creatine,Amino Acid,Creatine Metabolism,27718,LC/MS Pos Early,1221,1947,132.07676,57-00-1,586,566,C00300,HMDB00064
456,creatinine,Amino Acid,Creatine Metabolism,513,LC/MS Pos Early,275,2055,114.06619,60-27-5,588,568,C00791,HMDB00562
388,cystathionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",15705,LC/MS Pos Early,310,2270,223.07471,535-34-2,439258,811,C02291,HMDB00099
390,cysteine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",1868,LC/MS Pos Early,800,1475,122.02703,52-90-4;56-89-3,5862,5653,C00097,HMDB00574
395,cysteine s-sulfate,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",22176,LC/MS Polar,100000808,2273,199.96928,1637-71-4,115015,102939,C05824,HMDB00731
495,cysteinylglycine,Amino Acid,Glutathione Metabolism,35637,LC/MS Pos Early,278,2132,179.0485,19246-18-5,439498,58762,C01419,HMDB00078
3852,cytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",514,LC/MS Pos Early,827,2124,244.0928,65-46-3,6175,5940,C00475,HMDB00089
3850,cytidine 2' or 3'-monophosphate (2' or 3'-CMP),Nucleotide,"Pyrimidine Metabolism, Cytidine containing",61705,LC/MS Pos Early,100019915,847,324.05913,,,,,
3851,"cytidine 2',3'-cyclic monophosphate",Nucleotide,"Pyrimidine Metabolism, Cytidine containing",37465,LC/MS Neg,73,937,304.03401,15718-51-1,417654,369711,C02354,HMDB11691
3848,cytidine 5'-monophosphate (5'-CMP),Nucleotide,"Pyrimidine Metabolism, Cytidine containing",2372,LC/MS Pos Early,282,835,324.05914,63-37-6,6131,5414497,C00055,HMDB00095
3853,cytosine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",573,LC/MS Pos Early,881,2060,112.05054,71-30-7,597,577,C00380,HMDB00630
4352,daidzein,Xenobiotics,Food Component/Plant,32453,LC/MS Neg,100001219,3566,253.05063,486-66-8,5281708,4445025,C10208,HMDB03312
3133,dehydrolithocholate,Lipid,Secondary Bile Acid Metabolism,31891,LC/MS Neg,100001067,5360,373.27482,1553-56-6,159623,140347,,HMDB00502
2848,dehydrophytosphingosine*,Lipid,Sphingosines,63037,LC/MS Pos Late,100021236,1302,316.28462,,,26333231,,
3954,delta-tocopherol,Cofactors and Vitamins,Tocopherol Metabolism,33418,LC/MS Pos Late,100001216,2259,402.3492,119-13-1,92094,83144,C14151,HMDB02902
1697,deoxycarnitine,Lipid,Carnitine Metabolism,36747,LC/MS Pos Early,100001662,2052,146.11756,6249-56-5,134,705,C01181,HMDB01161
3098,deoxycholate,Lipid,Secondary Bile Acid Metabolism,1114,LC/MS Neg,302,5294,391.28538,83-44-3,222528,389318,C04483,HMDB00626
3101,deoxycholic acid (12 or 24)-sulfate*,Lipid,Secondary Bile Acid Metabolism,63688,LC/MS Neg,100021712,4580,235.11746,,,,,
3100,deoxycholic acid 3-sulfate,Lipid,Secondary Bile Acid Metabolism,52969,LC/MS Neg,100006638,4880,235.11746,,,,,
4356,deoxymugineic acid,Xenobiotics,Food Component/Plant,57394,LC/MS Pos Early,100001816,1036,305.13433,74235-24-8,,32816053,,
1249,diacetylchitobiose,Carbohydrate,Aminosugar Metabolism,35158,LC/MS Pos Early,100001492,790,425.17659,35061-50-8,439544,21403149,C01674,HMDB03556
473,diacetylspermidine*,Amino Acid,Polyamine Metabolism,62105,LC/MS Pos Early,100020242,2510,230.18631,,,25944163,,
4223,diaminopimelate,Xenobiotics,Food Component/Plant,15130,LC/MS Pos Early,100000115,2569,191.10264,1476-39-7;2577-62-0,439283,1267353,C00666,HMDB01370
2655,digalactosylglycerol*,Lipid,Galactosyl Glycerolipids,57346,LC/MS Neg,100003065,781,415.14571,,,24695921,,
1394,dihomo-linoleate (20:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),17805,LC/MS Neg,1231,5730,307.26425,2091-39-6,6439848,4944228,C16525,HMDB05060
1396,dihomo-linolenate (20:3n3 or n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),35718,LC/MS Neg,100001739,5596,305.2486,17046-59-2,5280581,4471954,C03242,HMDB02925
4360,dihydroferulate,Xenobiotics,Food Component/Plant,40481,LC/MS Neg,100003432,1928,195.06628,1135-23-5,14340,13701,,
4177,dihydrokaempferol,Xenobiotics,Food Component/Plant,37116,LC/MS Neg,100001819,2510,287.05611,480-20-6;5150-32-3,122850,,C00974,HMDB30847
428,dimethylarginine (SDMA + ADMA),Amino Acid,Urea cycle; Arginine and Proline Metabolism,36808,LC/MS Pos Early,100001810,2850,203.15026,102783-24-4,123831,110375,C03626,HMDB01539
5,dimethylglycine,Amino Acid,"Glycine, Serine and Threonine Metabolism",5086,LC/MS Pos Early,806,1104,104.07061,1118-68-9,673,653,C01026,HMDB00092
1478,dimethylmalonic acid,Lipid,"Fatty Acid, Dicarboxylate",42978,LC/MS Polar,100004251,2702,131.03498,595-46-0,11686,11195,,HMDB02001
1401,docosadienoate (22:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),32415,LC/MS Neg,100001182,6034,335.29555,7370-49-2,5282807,4445934,C16533,HMDB61714
1525,docosadioate (C22-DC),Lipid,"Fatty Acid, Dicarboxylate",39837,LC/MS Neg,100002952,5291.8,369.30103,505-56-6,244872,214170,C19625,
