gene_id,gene_name,gene_source,gene_biotype,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,FC
ENSRNOG00000002944,RGD1304587,ensembl,protein_coding,158.4239675,-0.397625562,0.275656002,-1.442470178,0.149169779,0.528536387,-1.317338005
ENSRNOG00000016413,Pstpip1,ensembl,protein_coding,29.93261349,-0.351987712,0.244111292,-1.441914914,0.149326378,0.528926321,-1.276317898
ENSRNOG00000007541,Fhl3,ensembl,protein_coding,17.61796268,-0.505213337,0.350509228,-1.441369576,0.149480301,0.529200893,-1.419333223
ENSRNOG00000012060,Gucy1b1,ensembl,protein_coding,66.52172609,-0.244706225,0.169780391,-1.441310295,0.14949704,0.529200893,-1.184851476
ENSRNOG00000048708,Exosc1,ensembl,protein_coding,34.06461264,-0.301530582,0.209305946,-1.440621193,0.14969173,0.529423189,-1.23245125
ENSRNOG00000030291,AC095947.1,havana,processed_pseudogene,359.7667082,-0.393136745,0.272896437,-1.440607832,0.149695507,0.529423189,-1.313245595
ENSRNOG00000008933,Plbd1,ensembl,protein_coding,1600.882983,-0.143776198,0.099803461,-1.440593304,0.149699613,0.529423189,-1.104793088
ENSRNOG00000019671,Rsbn1,ensembl,protein_coding,100.6940151,0.213063848,0.147942778,1.440177412,0.149817212,0.529595025,1.15914725
ENSRNOG00000001996,Ythdc1,ensembl,protein_coding,440.2227399,0.342253163,0.237660649,1.440091846,0.149841416,0.529595025,1.267734963
ENSRNOG00000008907,Fggy,ensembl,protein_coding,279.3594132,-0.247582278,0.172012008,-1.439331361,0.150056661,0.530004419,-1.187215866
ENSRNOG00000031173,Snd1,ensembl,protein_coding,1635.405977,-0.208340308,0.144756082,-1.439250801,0.150079477,0.530004419,-1.155358282
ENSRNOG00000017318,Zfp322a,ensembl,protein_coding,32.92756763,0.401151047,0.278734231,1.439188309,0.150097177,0.530004419,1.320561094
ENSRNOG00000012004,Ubap1,ensembl,protein_coding,238.1960801,0.133639124,0.092890754,1.438669817,0.150244095,0.530032368,1.097057485
ENSRNOG00000042276,Trappc2,ensembl,protein_coding,29.43191571,0.318921701,0.221678849,1.43866545,0.150245333,0.530032368,1.24739787
ENSRNOG00000029652,AABR07052744.1,ensembl,protein_coding,19.81643137,0.379445058,0.263760625,1.438596295,0.150264937,0.530032368,1.300841383
ENSRNOG00000000442,Notch4,ensembl_havana,protein_coding,23.13702798,0.444822628,0.309226287,1.438501988,0.150291674,0.530032368,1.361146761
ENSRNOG00000014674,Exosc9,ensembl,protein_coding,113.0395173,0.307184723,0.213704196,1.437429533,0.150595982,0.530940784,1.237290891
ENSRNOG00000010103,Eif4b,ensembl_havana,protein_coding,1764.65155,0.114905681,0.079955931,1.437112673,0.150685981,0.531093301,1.082904246
ENSRNOG00000014743,Hagh,ensembl,protein_coding,1316.060022,-0.207440623,0.14441915,-1.436378921,0.150894548,0.531638955,-1.154638009
ENSRNOG00000003844,Dhx15,ensembl,protein_coding,383.3234576,0.211601028,0.147347705,1.43606599,0.150983565,0.531638955,1.157972529
ENSRNOG00000021555,Mis18a,ensembl,protein_coding,178.9620266,-0.585246254,0.407562528,-1.435966787,0.151011792,0.531638955,-1.500295053
ENSRNOG00000018945,Nutf2,ensembl,protein_coding,433.0259957,-0.200329545,0.139513996,-1.435910024,0.151027946,0.531638955,-1.148960774
ENSRNOG00000031263,Haao,ensembl,protein_coding,2073.247095,-0.145354024,0.101248726,-1.43561336,0.151112391,0.531771477,-1.106002023
ENSRNOG00000016023,Kank1,ensembl,protein_coding,516.7826875,0.16493585,0.114922048,1.43519762,0.151230792,0.532010777,1.121116226
ENSRNOG00000010999,Cep295,ensembl,protein_coding,12.9387209,0.566685678,0.394890293,1.435045853,0.151274032,0.532010777,1.48111707
ENSRNOG00000017219,Vac14,ensembl_havana,protein_coding,144.9925624,-0.307100385,0.214065626,-1.434608584,0.151398667,0.532284361,-1.237218563
ENSRNOG00000006554,Fam149b1,ensembl,protein_coding,157.6982358,0.206846053,0.144206084,1.434378125,0.151464387,0.532350703,1.154162253
ENSRNOG00000047506,LOC100362980,ensembl,protein_coding,573.8513225,-0.39080327,0.272489588,-1.43419524,0.151516555,0.532369393,-1.311123214
ENSRNOG00000030463,Faim,ensembl,protein_coding,67.58399369,-0.292478261,0.203974485,-1.433896304,0.151601857,0.532504451,-1.224742333
ENSRNOG00000053400,Cfi,ensembl,protein_coding,13697.96225,-0.139261195,0.097159241,-1.433329389,0.151763727,0.532599113,-1.101340974
ENSRNOG00000012166,Adal,ensembl,protein_coding,33.48697968,0.350360545,0.244477625,1.433098613,0.151829658,0.532599113,1.274879194
ENSRNOG00000017405,Raly,ensembl,protein_coding,1160.527407,-0.166714552,0.116350842,-1.432860729,0.151897642,0.532599113,-1.122499305
ENSRNOG00000018268,Hhip,ensembl,protein_coding,13.99963735,-0.673254148,0.469905773,-1.432742874,0.151931332,0.532599113,-1.594665847
ENSRNOG00000020531,Fen1,ensembl,protein_coding,46.24961547,-0.239472638,0.167165254,-1.432550319,0.151986388,0.532599113,-1.18056104
ENSRNOG00000015290,Tpi1,ensembl,protein_coding,2561.38659,-0.184613419,0.128900018,-1.432221825,0.152080348,0.532599113,-1.136512396
ENSRNOG00000042932,Ttc27,ensembl,protein_coding,95.88595085,-0.204448708,0.14276271,-1.432087611,0.15211875,0.532599113,-1.152245959
ENSRNOG00000051964,LOC108348190,ensembl_havana,protein_coding,213.0792706,0.387985005,0.270960513,1.431887624,0.152175985,0.532599113,1.308564471
ENSRNOG00000036719,Samd10,ensembl,protein_coding,18.25968352,0.559893135,0.391038931,1.43180919,0.152198436,0.532599113,1.474160017
ENSRNOG00000003211,Srp9,ensembl,protein_coding,277.9773751,-0.268728185,0.187684872,-1.43180525,0.152199564,0.532599113,-1.20474531
ENSRNOG00000027249,Fancl,ensembl,protein_coding,26.7472915,0.414046042,0.289184271,1.431772344,0.152208984,0.532599113,1.332417347
ENSRNOG00000025222,Pcid2,ensembl_havana,protein_coding,119.123935,-0.262037796,0.183024736,-1.431707004,0.152227691,0.532599113,-1.19917133
ENSRNOG00000001344,Aldh2,ensembl,protein_coding,14343.62936,-0.16869682,0.117832152,-1.43167053,0.152238134,0.532599113,-1.124042683
ENSRNOG00000046168,Ppm1l,ensembl,protein_coding,101.3450244,0.245836843,0.171762085,1.431263732,0.152354644,0.53277275,1.18578039
ENSRNOG00000009963,Ctps1,ensembl,protein_coding,59.09493567,-0.379653123,0.265274678,-1.431169858,0.15238154,0.53277275,-1.301029002
ENSRNOG00000012794,Grhpr,ensembl_havana,protein_coding,4566.004855,-0.135887907,0.094975253,-1.430771734,0.152495646,0.532874808,-1.098768843
ENSRNOG00000048843,Tsfm,ensembl,protein_coding,117.0920709,-0.227087518,0.158720239,-1.430740779,0.152504521,0.532874808,-1.170469643
ENSRNOG00000016313,Ctnnbip1,ensembl,protein_coding,48.37406809,-0.317610963,0.222045878,-1.430384415,0.152606719,0.533045057,-1.246265082
ENSRNOG00000023778,Gcnt2,ensembl,protein_coding,136.0032975,-0.306526484,0.214341868,-1.430082174,0.152693436,0.533045057,-1.236726499
ENSRNOG00000021231,Lzts3,ensembl,protein_coding,52.19073665,0.374944993,0.262201069,1.429990332,0.152719794,0.533045057,1.29679011
ENSRNOG00000052204,Tbc1d24,ensembl,protein_coding,129.5098864,0.447658687,0.313068681,1.429905683,0.152744091,0.533045057,1.363825143
ENSRNOG00000025730,Armcx3,ensembl,protein_coding,71.44888807,0.374514807,0.261943632,1.429753434,0.152787798,0.533045057,1.296403487
ENSRNOG00000000064,Atp5me,ensembl,protein_coding,1337.318606,-0.278475717,0.194798553,-1.42955742,0.152844084,0.533077755,-1.212912701
ENSRNOG00000025731,Ptma,ensembl,protein_coding,168.811876,-0.578308606,0.404624817,-1.429246506,0.152933395,0.533225581,-1.493097737
ENSRNOG00000017753,Ercc2,ensembl,protein_coding,75.74254633,0.183112519,0.128139014,1.42901457,0.153000046,0.533294332,1.135330645
ENSRNOG00000027263,Tmem267,ensembl,protein_coding,89.36124478,0.313905203,0.219692975,1.428835871,0.153051413,0.533309784,1.243067986
ENSRNOG00000013876,Mipep,ensembl,protein_coding,283.281843,-0.330073116,0.231045024,-1.428609502,0.153116502,0.533373025,-1.257077082
ENSRNOG00000015880,Dpep1,ensembl,protein_coding,24.07468191,0.366248028,0.256447009,1.428162605,0.153245061,0.533657257,1.288996216
ENSRNOG00000048258,Cisd2,ensembl,protein_coding,281.1126531,-0.195184068,0.136697084,-1.427858317,0.153332643,0.53379866,-1.144870221
ENSRNOG00000020769,Crebrf,ensembl,protein_coding,107.5678932,0.355174881,0.248905224,1.426948278,0.153594804,0.534391147,1.279140627
ENSRNOG00000050437,Bod1l1,ensembl,protein_coding,304.7978219,-0.272979063,0.191311728,-1.426880968,0.153614207,0.534391147,-1.208300308
ENSRNOG00000012611,Lpxn,ensembl,protein_coding,21.02859225,0.299573927,0.210010391,1.426471928,0.153732164,0.534391147,1.230780872
ENSRNOG00000039980,Slc25a5,ensembl_havana,protein_coding,3373.33898,-0.223092277,0.156426056,-1.426183612,0.153815349,0.534391147,-1.167232757
ENSRNOG00000019684,Antkmt,ensembl,protein_coding,194.4535636,-0.260927731,0.18295999,-1.426146399,0.153826088,0.534391147,-1.198248996
ENSRNOG00000049314,AABR07069524.1,ensembl,pseudogene,11.74754329,1.603931556,1.124729781,1.426059471,0.153851176,0.534391147,3.0397055
ENSRNOG00000001163,Srsf9,ensembl,protein_coding,192.238755,-0.278866966,0.195560144,-1.425990797,0.153870998,0.534391147,-1.21324168
ENSRNOG00000019754,Gdap2,ensembl,protein_coding,57.49237125,0.228984583,0.160582433,1.425962847,0.153879067,0.534391147,1.172009759
ENSRNOG00000055295,Pecr,ensembl,protein_coding,3511.577377,-0.248584505,0.174391104,-1.425442578,0.154029308,0.534749472,-1.188040901
ENSRNOG00000010325,Ptger3,ensembl,protein_coding,71.69226439,0.269470072,0.189235731,1.4239915,0.154448933,0.536042523,1.205364994
ENSRNOG00000042308,LOC680200,ensembl,protein_coding,23.38891727,0.365489489,0.256747256,1.423538051,0.15458024,0.536334431,1.288318666
ENSRNOG00000034190,Ighm,ensembl,protein_coding,1294.571639,0.387152882,0.272017647,1.423263844,0.154659684,0.536446273,1.30780993
ENSRNOG00000015865,Ap2s1,ensembl,protein_coding,652.2364193,-0.282391527,0.198469084,-1.422848944,0.154779949,0.536530517,-1.216209301
ENSRNOG00000016551,Bcl2l11,ensembl,protein_coding,29.11632163,0.370252608,0.260235372,1.4227605,0.154805596,0.536530517,1.292579135
ENSRNOG00000061040,Herc4,ensembl,protein_coding,410.9768506,0.238717913,0.167793175,1.422691438,0.154825624,0.536530517,1.179943609
ENSRNOG00000016705,Prpf4b,ensembl,protein_coding,347.0513072,0.278852975,0.196029085,1.422508171,0.154878781,0.536551095,1.213229914
ENSRNOG00000047499,Rbm15,ensembl,protein_coding,82.26516884,0.235296751,0.165436591,1.422277554,0.154945692,0.536619293,1.177148842
ENSRNOG00000000557,Ppa1,ensembl,protein_coding,2859.829264,-0.207527725,0.145933235,-1.42207308,0.155005037,0.536661253,-1.154707722
ENSRNOG00000012534,Mfsd10,ensembl,protein_coding,15.22893074,0.557526768,0.392155777,1.421697194,0.155114175,0.536875532,1.471744022
ENSRNOG00000012866,Nek8,ensembl,protein_coding,26.40706604,-0.401245211,0.28227586,-1.42146484,0.155181668,0.536945583,-1.320647289
ENSRNOG00000006751,Psmd6,ensembl,protein_coding,570.400158,-0.12887581,0.090691368,-1.421037234,0.155305935,0.537211977,-1.093441328
ENSRNOG00000005264,Sav1,ensembl,protein_coding,131.9472325,0.166289409,0.117042854,1.42075661,0.155387529,0.537330642,1.122168568
ENSRNOG00000015072,Ptgr1,ensembl,protein_coding,881.249094,-0.251339916,0.176931779,-1.420547043,0.155448483,0.537377887,-1.190312115
ENSRNOG00000031232,Nrp2,ensembl,protein_coding,198.9307697,0.354374719,0.249578573,1.419892398,0.155639009,0.537872891,1.278431374
ENSRNOG00000018485,Gpr155,ensembl,protein_coding,330.652736,-0.207697423,0.146293885,-1.419727301,0.155687087,0.537875454,-1.154843553
ENSRNOG00000022847,Dop1a,ensembl,protein_coding,74.05899043,0.237050389,0.167014894,1.419336822,0.155800842,0.538081891,1.178580571
ENSRNOG00000049181,Sh2b1,ensembl,protein_coding,211.9695428,0.151803158,0.106964109,1.419197147,0.155841547,0.538081891,1.110957139
ENSRNOG00000061625,AABR07048698.1,ensembl,pseudogene,63.10692184,0.46391959,0.326999937,1.418714615,0.155982234,0.538249451,1.379284044
ENSRNOG00000058821,Nat8f1,ensembl,protein_coding,12.67549133,-0.630779325,0.444616028,-1.418705771,0.155984814,0.538249451,-1.548401194
ENSRNOG00000008481,Reep1,ensembl,protein_coding,11.0568963,0.660027551,0.46529199,1.418523349,0.156038027,0.538269611,1.580112799
ENSRNOG00000001009,Bri3,ensembl_havana,protein_coding,692.4658834,0.288150015,0.203213456,1.417967199,0.156200341,0.538666003,1.221073476
ENSRNOG00000032058,Pogk,ensembl,protein_coding,160.0869876,0.22283748,0.157192793,1.417606217,0.156305764,0.538866019,1.167026629
ENSRNOG00000006483,Heatr5a,ensembl,protein_coding,73.0866205,0.224281763,0.158237734,1.417372185,0.156374141,0.538879142,1.168195525
ENSRNOG00000014004,Ncoa7,ensembl,protein_coding,17.46504103,-0.405224031,0.285921986,-1.417253836,0.156408727,0.538879142,-1.324294539
ENSRNOG00000001803,Dnajb11,ensembl,protein_coding,1151.585271,-0.252009133,0.177833609,-1.417106328,0.156451843,0.538879142,-1.190864388
ENSRNOG00000000304,Cd164,ensembl_havana,protein_coding,12477.64091,-0.179816544,0.126921886,-1.416749705,0.156556119,0.539074904,-1.132739835
ENSRNOG00000016596,Hspa4,ensembl,protein_coding,1051.515874,-0.135378307,0.095616682,-1.415844014,0.15682118,0.539784379,-1.098380796
ENSRNOG00000011406,Ccl4,ensembl_havana,protein_coding,15.2410078,0.608844362,0.430059529,1.415721129,0.15685717,0.539784379,1.525037123
ENSRNOG00000009664,Ankrd42,ensembl,protein_coding,28.59281645,0.352102216,0.248784427,1.415290421,0.156983362,0.539985174,1.276419201
ENSRNOG00000008378,Zfp414,ensembl,protein_coding,63.19099926,0.249709073,0.1764482,1.415197621,0.157010562,0.539985174,1.188967329
ENSRNOG00000049219,Rnf187,ensembl,protein_coding,522.0403327,-0.175388412,0.123953763,-1.414950275,0.157083076,0.540071102,-1.129268393
ENSRNOG00000001126,Fbxw8,ensembl,protein_coding,223.1852594,-0.280826447,0.198615317,-1.413921403,0.157384981,0.540668709,-1.214890635
ENSRNOG00000018704,Nolc1,ensembl,protein_coding,211.9995206,-0.212311681,0.150164629,-1.413859458,0.157403172,0.540668709,-1.158543072
ENSRNOG00000052954,Ccdc173,ensembl,protein_coding,15.05410157,0.728578357,0.515345361,1.413767178,0.157430273,0.540668709,1.65700546
ENSRNOG00000021177,Cox8a,ensembl,protein_coding,1536.304372,-0.259085386,0.183266356,-1.413709483,0.15744722,0.540668709,-1.196719789
ENSRNOG00000006341,Saysd1,ensembl,protein_coding,50.00263052,-0.256446039,0.181464766,-1.413200174,0.157596875,0.540855839,-1.194532444
ENSRNOG00000010635,Igfbp4,ensembl,protein_coding,14343.99737,-0.181488759,0.128423968,-1.413200058,0.15759691,0.540855839,-1.134053544
ENSRNOG00000039725,Ces1a,ensembl,protein_coding,29.63083,-0.691388962,0.489377421,-1.412792934,0.157716617,0.541103235,-1.614837463
ENSRNOG00000025937,Zfp26,ensembl,protein_coding,29.47151445,0.495443494,0.350772308,1.412436168,0.157821573,0.541232529,1.409754056
ENSRNOG00000018023,Bin3,ensembl_havana,protein_coding,181.4994639,-0.108507325,0.076828528,-1.412331168,0.157852473,0.541232529,-1.078112198
ENSRNOG00000015191,Phc1,ensembl,protein_coding,41.50779292,0.31667236,0.224261183,1.412069423,0.157929521,0.541232529,1.245454537
ENSRNOG00000020616,Yif1b,ensembl,protein_coding,136.3128231,-0.371436544,0.263053794,-1.412017437,0.157944827,0.541232529,-1.293640315
ENSRNOG00000021133,Lsm14a,ensembl_havana,protein_coding,404.0450988,0.138694236,0.09826299,1.411459559,0.158109152,0.541630918,1.100908248
ENSRNOG00000010653,Elmsan1,ensembl,protein_coding,129.4582218,0.179819562,0.127430993,1.411113237,0.158211228,0.541630918,1.132742204
ENSRNOG00000030616,Slc25a45,ensembl,protein_coding,103.5615129,0.308523091,0.218679149,1.410848234,0.158289369,0.541630918,1.238439242
ENSRNOG00000002632,Naca,ensembl,protein_coding,3294.988189,-0.246174172,0.174487821,-1.410838707,0.158292179,0.541630918,-1.18605768
ENSRNOG00000045760,Ebna1bp2,ensembl_havana,protein_coding,42.92405836,-1.13751409,0.806310002,-1.410765199,0.158313859,0.541630918,-2.200016113
ENSRNOG00000018243,Ubfd1,ensembl,protein_coding,133.86599,-0.18462056,0.130888289,-1.410520089,0.158386169,0.541630918,-1.136518021
ENSRNOG00000018391,Cdk2ap2,ensembl,protein_coding,880.8705311,-0.2184584,0.154881101,-1.410491008,0.15839475,0.541630918,-1.163489668
ENSRNOG00000031656,Ccnh,ensembl,protein_coding,151.1989206,-0.152666456,0.108300696,-1.409653507,0.158642019,0.542313257,-1.111622126
ENSRNOG00000032677,Tssc4,ensembl,protein_coding,188.2495138,0.173797163,0.123345303,1.409029437,0.158826464,0.542533372,1.128023531
ENSRNOG00000008637,Strada,ensembl,protein_coding,41.3936939,0.305069911,0.21651683,1.408989362,0.158838314,0.542533372,1.235478505
ENSRNOG00000008533,Ago2,ensembl,protein_coding,12.46147486,-0.418219322,0.296830273,-1.408951038,0.158849646,0.542533372,-1.336277207
ENSRNOG00000020460,Banf1,ensembl,protein_coding,419.109125,-0.220831516,0.15677753,-1.408566114,0.158963505,0.542699364,-1.165405089
ENSRNOG00000016137,Rad23b,ensembl,protein_coding,2148.526994,-0.136324754,0.096789673,-1.408463838,0.158993768,0.542699364,-1.0991016
ENSRNOG00000012944,Casp9,ensembl,protein_coding,64.27977655,0.229958133,0.163305198,1.408149504,0.159086805,0.542853863,1.172800914
ENSRNOG00000014617,Tgoln2,ensembl,protein_coding,2253.85581,-0.137124927,0.097400222,-1.40785025,0.159175417,0.542993175,-1.099711372
ENSRNOG00000058157,Ldlrad3,ensembl,protein_coding,54.93667122,0.242742476,0.172476722,1.407392676,0.159310982,0.543292523,1.183239792
ENSRNOG00000003870,C1qtnf2,ensembl,protein_coding,14.03421457,-0.569429791,0.404698963,-1.407045343,0.159413944,0.543443575,-1.483936946
ENSRNOG00000002935,Ankrd40,ensembl,protein_coding,377.5694577,-0.141824248,0.100818172,-1.406732983,0.159506582,0.543443575,-1.103299326
ENSRNOG00000021513,Rtn4rl2,ensembl,protein_coding,48.68028869,-0.659114437,0.468574513,-1.406637406,0.159534935,0.543443575,-1.579113027
ENSRNOG00000048762,AABR07000534.1,ensembl,protein_coding,44.75992745,0.594334017,0.422532912,1.406598163,0.159546578,0.543443575,1.509775476
ENSRNOG00000013764,Fam118a,ensembl,protein_coding,29.32883206,0.331651542,0.235828861,1.406322959,0.159628245,0.543558811,1.258453179
ENSRNOG00000015459,Heatr3,ensembl,protein_coding,111.3652567,0.221478431,0.157529977,1.405944667,0.159740556,0.543651718,1.165927782
ENSRNOG00000007247,A2ml1,ensembl,protein_coding,69.32724223,0.703220102,0.500189002,1.405908767,0.159751218,0.543651718,1.628134745
ENSRNOG00000003536,Rufy1,ensembl,protein_coding,161.753181,-0.216021112,0.153707179,-1.405406784,0.159900351,0.543996312,-1.161525729
ENSRNOG00000028652,Map10,ensembl,protein_coding,11.91230131,0.523569366,0.37272496,1.404707015,0.160108419,0.544426517,1.437507383
ENSRNOG00000045655,LOC103690005,ensembl,protein_coding,193.2208554,-0.186377951,0.132685526,-1.404659254,0.160122628,0.544426517,-1.137903292
ENSRNOG00000001273,Psmg3,ensembl,protein_coding,111.0975323,-0.379468825,0.270269878,-1.404036689,0.160307925,0.544893493,-1.300862812
ENSRNOG00000011140,Prxl2a,ensembl,protein_coding,973.26884,-0.229357351,0.163391443,-1.40372927,0.160399483,0.544976971,-1.172312626
ENSRNOG00000007378,Acox2,ensembl,protein_coding,2681.063801,0.18665681,0.132981283,1.403632188,0.160428405,0.544976971,1.138123259
ENSRNOG00000053557,LOC102553386,ensembl,protein_coding,386.0121324,0.156638872,0.111631337,1.403180116,0.160563135,0.54527164,1.114687161
ENSRNOG00000014104,Myo5b,ensembl,protein_coding,94.85372301,-0.258220321,0.184103656,-1.402581166,0.160741771,0.54570304,-1.19600243
ENSRNOG00000011282,Ppp2r1a,ensembl,protein_coding,907.1219215,-0.116719871,0.083226746,-1.402432224,0.160786216,0.54570304,-1.084266856
ENSRNOG00000042503,Ndufv2,ensembl,protein_coding,1856.229799,-0.193728491,0.13818832,-1.40191653,0.160940174,0.545919285,-1.14371571
ENSRNOG00000008512,Btf3l4,ensembl,protein_coding,338.8195167,-0.191909286,0.136918828,-1.401628172,0.16102631,0.545919285,-1.142274421
ENSRNOG00000013293,Mccc1,ensembl,protein_coding,402.1869579,-0.158552748,0.113138031,-1.401409829,0.161091555,0.545919285,-1.116166884
ENSRNOG00000016011,Plekhg1,ensembl,protein_coding,15.68957447,0.534884936,0.381701403,1.401317712,0.161119087,0.545919285,1.448826597
ENSRNOG00000015986,Rassf8,ensembl,protein_coding,244.3917501,0.181571184,0.129578559,1.401244044,0.161141108,0.545919285,1.134118338
ENSRNOG00000020937,Ubtf,ensembl,protein_coding,428.8800401,0.167774726,0.119768141,1.400829336,0.161265114,0.545919285,1.123324484
ENSRNOG00000037505,Ulk1,ensembl,protein_coding,559.1571518,0.15234116,0.108754258,1.400783411,0.161278851,0.545919285,1.111371508
ENSRNOG00000007956,Styx,ensembl,protein_coding,27.38071929,0.434398746,0.310116143,1.400761475,0.161285413,0.545919285,1.351347532
ENSRNOG00000006697,Pip4p2,ensembl_havana,protein_coding,126.8984074,0.269926754,0.192707632,1.400706093,0.16130198,0.545919285,1.20574661
ENSRNOG00000033583,LOC100910577,ensembl,protein_coding,37.21610359,0.410870355,0.293350754,1.40061121,0.161330367,0.545919285,1.329487631
ENSRNOG00000031827,Arih2,ensembl,protein_coding,258.5984425,0.202911935,0.14490794,1.400281684,0.161428984,0.546090366,1.151019228
ENSRNOG00000020714,Trpm4,ensembl,protein_coding,21.96172239,0.315501925,0.225373192,1.399908846,0.161540617,0.546305366,1.24444453
ENSRNOG00000003291,Creg1,ensembl,protein_coding,1848.541064,-0.316288801,0.225974078,-1.399668507,0.161612609,0.546320822,-1.245123461
ENSRNOG00000016470,Ndufa10l1,ensembl,protein_coding,1143.094653,-0.133916481,0.09568384,-1.399572596,0.161641345,0.546320822,-1.097268414
ENSRNOG00000000798,Gnl1,ensembl_havana,protein_coding,206.6346662,-0.211573119,0.151239085,-1.398931494,0.161833527,0.546807723,-1.157950128
ENSRNOG00000012471,Thbs4,ensembl,protein_coding,13.37243961,0.543316903,0.388590487,1.398173453,0.162060987,0.54705077,1.457319194
ENSRNOG00000002775,Npl,ensembl,protein_coding,24.42648113,0.393811986,0.281689055,1.398037942,0.162101674,0.54705077,1.313860392
ENSRNOG00000042519,Peak1,ensembl,protein_coding,19.35131706,-0.557622647,0.398939845,-1.397761228,0.162184781,0.54705077,-1.471841835
ENSRNOG00000046468,Ptgfr,ensembl,protein_coding,39.55210469,-0.423991998,0.303344212,-1.397725691,0.162195456,0.54705077,-1.341634783
ENSRNOG00000020905,Hdac5,ensembl,protein_coding,356.998965,0.180972543,0.129477743,1.397711598,0.16219969,0.54705077,1.133647838
ENSRNOG00000003307,Gcdh,ensembl,protein_coding,3026.063586,-0.168251124,0.120377533,-1.397695402,0.162204555,0.54705077,-1.123695483
ENSRNOG00000052289,Ptdss1,ensembl,protein_coding,215.0618827,-0.203601602,0.145682658,-1.397569236,0.162242462,0.54705077,-1.151569594
ENSRNOG00000008039,Cul5,ensembl,protein_coding,57.56384903,0.373264691,0.2671561,1.397178243,0.162359978,0.547186011,1.295280622
ENSRNOG00000009078,Mrpl37,ensembl,protein_coding,379.9002801,-0.113864214,0.081499508,-1.397115367,0.162378881,0.547186011,-1.082122791
ENSRNOG00000015948,Slc1a5,ensembl,protein_coding,13.70100011,0.60306215,0.431719089,1.396885533,0.162447996,0.547256619,1.518937123
ENSRNOG00000052701,Coa6,ensembl,protein_coding,43.21551774,-0.287676435,0.206050289,-1.396146717,0.162670318,0.547751042,-1.220672712
ENSRNOG00000049498,Nat2,ensembl,protein_coding,16.68749992,0.455311617,0.326205766,1.395780406,0.162780632,0.547751042,1.371078921
ENSRNOG00000023494,Tti2,ensembl_havana,protein_coding,95.46353512,0.289756284,0.207610115,1.395675175,0.162812333,0.547751042,1.222433753
ENSRNOG00000012946,Mov10,ensembl,protein_coding,101.4691225,0.221789101,0.158933902,1.395480119,0.162871106,0.547751042,1.16617888
ENSRNOG00000038160,Eif2b5,ensembl,protein_coding,326.6988856,-0.106390633,0.076242198,-1.395429763,0.162886281,0.547751042,-1.076531574
ENSRNOG00000000695,Ssh1,ensembl,protein_coding,18.0753775,0.339780109,0.243509404,1.395346968,0.162911235,0.547751042,1.265563686
ENSRNOG00000016447,RGD1310553,ensembl,protein_coding,141.0498021,0.221716881,0.158927971,1.395077782,0.162992385,0.547751042,1.166120504
ENSRNOG00000000437,Agpat1,ensembl_havana,protein_coding,63.50258764,0.291105587,0.208675209,1.395017592,0.163010535,0.547751042,1.223577588
ENSRNOG00000010218,Eif5,ensembl,protein_coding,3062.329549,0.309158447,0.22163152,1.394920939,0.163039682,0.547751042,1.238984765
ENSRNOG00000042195,Pabpn1,ensembl,protein_coding,951.0107788,0.430018732,0.308301833,1.394797846,0.163076809,0.547751042,1.34725107
ENSRNOG00000007455,Tmem132e,ensembl_havana,protein_coding,29.61623868,-0.357588717,0.256447551,-1.394393183,0.163198906,0.547999162,-1.281282605
ENSRNOG00000025670,Shisa3,ensembl,protein_coding,52.17449946,-0.421199423,0.302336991,-1.393145515,0.163575792,0.549102429,-1.339040339
ENSRNOG00000018574,Qsox2,ensembl,protein_coding,122.4480709,-0.318512281,0.228662293,-1.392937492,0.163638694,0.549151351,-1.247043924
ENSRNOG00000007657,Col27a1,ensembl,protein_coding,16.94125593,0.468540192,0.33654727,1.392197273,0.163862668,0.549740626,1.383708638
ENSRNOG00000001227,Adarb1,ensembl,protein_coding,61.2385076,-0.247256173,0.177658167,-1.391752361,0.1639974,0.550030242,-1.18694754
ENSRNOG00000011478,Ackr4,ensembl,protein_coding,32.7542597,0.516066997,0.370848411,1.391584759,0.164048177,0.550038192,1.430051394
ENSRNOG00000002538,Epb41l5,ensembl,protein_coding,62.47279292,-0.375178915,0.269712787,-1.391031248,0.164215951,0.550438305,-1.297000391
ENSRNOG00000012209,Cdadc1,ensembl,protein_coding,165.123649,0.321205303,0.231008451,1.390448282,0.164392794,0.550728046,1.249373906
ENSRNOG00000007901,Tmed10,ensembl,protein_coding,1345.672916,-0.156636374,0.112653452,-1.39042676,0.164399325,0.550728046,-1.114685231
ENSRNOG00000033343,Prss36,ensembl,protein_coding,56.01899792,0.248577965,0.178832275,1.390006168,0.164527004,0.550993325,1.188035515
ENSRNOG00000060728,Tuba1a,ensembl,protein_coding,102.1421072,-0.305504367,0.219829969,-1.389730291,0.164610793,0.551111502,-1.235850616
ENSRNOG00000043095,Etv3,ensembl_havana,protein_coding,198.9491516,0.308329215,0.221954509,1.389154994,0.164785624,0.551244329,1.238272825
ENSRNOG00000018159,Anxa4,ensembl,protein_coding,289.9850298,-0.152243378,0.109602779,-1.389046701,0.16481855,0.551244329,-1.111296185
ENSRNOG00000014712,Zfp39,ensembl,protein_coding,47.46597537,0.485300118,0.349397502,1.388962759,0.164844075,0.551244329,1.399877046
