,rab.all,rab.win.CON,rab.win.MIX,diff.btw,diff.win,effect,overlap,we.ep,we.eBH,wi.ep,wi.eBH
Desulfuromonas acetoxidans,0.025105166,-0.020966232,0.066192813,0.110958358,0.205710966,0.528107445,0.293888201,0.074939105,0.562395769,0.106105126,0.465123265
Candidatus Solibacter usitatus,0.571801146,0.599432041,0.543323,-0.073804181,0.171096768,-0.387847017,0.30429132,0.08813052,0.587069557,0.108807436,0.466666064
Staphylococcus epidermidis,-0.894351001,-0.77085161,-0.948038701,-0.119636837,0.281955036,-0.425729723,0.291287422,0.14159779,0.670844313,0.111269486,0.467812287
Aerococcus viridans,-1.378837554,-1.270904027,-1.51175484,-0.25980682,0.532891053,-0.469795939,0.311197948,0.069175194,0.54809976,0.107174175,0.46870615
Stenotrophomonas maltophilia,-1.548542092,-1.583086554,-1.479925905,0.12973347,0.380663881,0.317568429,0.304687533,0.158003351,0.694191012,0.115042624,0.469194432
Aggregatibacter actinomycetemcomitans,-1.669600957,-1.875517627,-1.44699914,0.398755633,0.887936959,0.40806667,0.297789371,0.077910601,0.563850813,0.108355054,0.472503928
Dialister invisus,0.294563771,0.188175904,0.33757758,0.197450542,0.360516973,0.514427892,0.297789371,0.092580893,0.597076604,0.109541803,0.472871487
Selenomonas sputigena,2.701617248,2.431613302,2.810313903,0.536415203,1.028498552,0.47754029,0.30299093,0.115165473,0.642412949,0.108383008,0.474640788
Shewanella denitrificans,-1.610946439,-1.847341388,-1.451881041,0.364709462,0.732052684,0.440765843,0.30338545,0.069307016,0.549545044,0.111399361,0.475631597
Anaerococcus lactolyticus,-0.723225681,-0.631576784,-0.884300618,-0.202822383,0.378915334,-0.49341028,0.30338545,0.212252224,0.750153653,0.111336212,0.47571225
Eubacterium limosum,4.006966128,4.062493782,3.927793887,-0.149663105,0.29169791,-0.412480328,0.298177117,0.363570648,0.836725956,0.109843417,0.47686748
Cellvibrio japonicus,-0.95254363,-1.040544663,-0.784001549,0.17817402,0.388892756,0.443492369,0.3068921,0.077499862,0.566874991,0.113878392,0.476927776
Eubacterium yurii,0.187766384,0.256001696,0.150162087,-0.10825038,0.231756445,-0.372803436,0.286085863,0.398118643,0.846833298,0.114875983,0.479212298
Rhizobium etli,-1.037756302,-1.09145164,-1.004858304,0.088748728,0.217050138,0.368523435,0.3068921,0.132151536,0.656569008,0.12207741,0.486566903
Ruminococcus sp. 5_1_39BFAA,3.801580784,3.954769862,3.730595972,-0.30444125,0.56514892,-0.43328108,0.313394049,0.336794338,0.827058295,0.115702818,0.487955858
Eubacterium rectale,5.801404473,5.989235205,5.687422949,-0.312808622,0.660927219,-0.399429649,0.308593782,0.271558855,0.789825446,0.11561748,0.488425396
Allochromatium vinosum,-1.463574996,-1.562561731,-1.394027254,0.159438349,0.355857842,0.295900885,0.313802114,0.234544292,0.768732863,0.122962141,0.492746374
Vibrio cholerae,0.025302419,-0.279654257,0.27876016,0.503855192,0.800282923,0.473206494,0.30559171,0.070367866,0.54998008,0.120780124,0.495641294
Pseudomonas putida,-0.464286925,-0.532224781,-0.248705313,0.215668158,0.403059059,0.356559489,0.312500031,0.209137104,0.750744057,0.126797771,0.501802746
Agrobacterium tumefaciens,-0.860913276,-0.895969216,-0.813321511,0.077909801,0.184064062,0.325897831,0.304687533,0.314691854,0.805443284,0.13817865,0.505505063
Clostridium sp. SS2/1,2.507143535,2.608676011,2.31809151,-0.302483296,0.634517868,-0.409870352,0.312093659,0.220978439,0.76326113,0.128726307,0.510355686
Eubacterium cellulosolvens,2.506822389,2.555996875,2.426037205,-0.151573399,0.440095823,-0.254453909,0.305989616,0.777040686,0.948360343,0.128523067,0.510501029
Mitsuokella multacida,2.824118952,2.492375537,3.012386765,0.580552431,1.103044555,0.483803623,0.30338545,0.113031375,0.640424185,0.12961342,0.512348861
Clostridium ljungdahlii,2.135489757,2.166372351,2.05791129,-0.11082195,0.26705673,-0.33012187,0.307291699,0.468766133,0.873444849,0.132463494,0.514253382
Herminiimonas arsenicoxydans,-1.613165068,-1.661127482,-1.583033058,0.204562608,0.416139429,0.499839002,0.30299093,0.070732621,0.556151397,0.139880064,0.516370579
Anaerobaculum hydrogeniformans,-1.877188658,-1.927479749,-1.837670832,0.105331071,0.249942063,0.331257746,0.317295218,0.112990208,0.626678091,0.147570721,0.517281075
Rhizobium leguminosarum,-0.448197383,-0.516370084,-0.401427603,0.113391565,0.253943949,0.396762305,0.315994828,0.19238127,0.728491231,0.137412953,0.517511665
Ilyobacter polytropus,1.123917991,1.06256751,1.17514909,0.102720894,0.246634627,0.317720073,0.320312529,0.324507888,0.820822044,0.136440365,0.518480249
Bacillus halodurans,1.794305045,1.835917361,1.737170512,-0.079148519,0.161566829,-0.353773366,0.319895998,0.64507813,0.927584055,0.139014591,0.521245917
Abiotrophia defectiva,2.639028721,2.79407996,2.43136674,-0.335334945,0.656238418,-0.446887748,0.313394049,0.25428895,0.783716389,0.135508963,0.521764712
Sinorhizobium meliloti,-1.117999839,-1.176453219,-1.099556017,0.079796148,0.190561494,0.347387312,0.31640628,0.087614747,0.582299963,0.156121159,0.522705933
Delftia acidovorans,-1.429539399,-1.547004005,-1.401485502,0.194247426,0.628214243,0.265601048,0.31640628,0.916148471,0.977465906,0.143206293,0.522708704
Methanoculleus marisnigri,-1.314461409,-1.265158399,-1.40984151,-0.176608725,0.425731035,-0.396693498,0.313802114,0.12177939,0.645201059,0.141248092,0.522919411
Burkholderia cenocepacia,-1.313142446,-1.35982361,-1.275440929,0.089126819,0.219983696,0.33348644,0.311197948,0.369720129,0.832419178,0.153185233,0.524026589
Acinetobacter baumannii,-0.859527133,-0.91094031,-0.765537759,0.168997428,0.458992717,0.32381963,0.330729194,0.105003961,0.620543904,0.140587956,0.524147151
Shewanella frigidimarina,-1.335019402,-1.495425376,-1.164577792,0.305030999,0.713937576,0.366818788,0.322496778,0.119228823,0.6465577,0.142196337,0.52680792
Alkaliphilus metalliredigens,3.505110958,3.600792903,3.446335509,-0.113318162,0.343398524,-0.327821352,0.328125028,0.371808904,0.83897859,0.138989057,0.527202191
Proteus mirabilis,-0.932518178,-1.169500127,-0.76810155,0.347400684,0.814821198,0.334305268,0.318595608,0.112546007,0.637555763,0.140671867,0.528874123
Selenomonas flueggei,1.44420278,1.141197626,1.510001741,0.398805454,0.866476332,0.4482722,0.315994828,0.127721597,0.658060122,0.140392384,0.530464268
Coprococcus eutactus,2.700469078,2.964980873,2.606848329,-0.326781158,0.683960133,-0.432000604,0.327698337,0.201219173,0.746679616,0.141003376,0.530879853
Bacillus cereus,2.361005166,2.413526425,2.278326812,-0.11286204,0.270658008,-0.329625541,0.327698337,0.317433964,0.817678201,0.144646946,0.534455028
Aromatoleum aromaticum,-0.970023715,-0.993151793,-0.928031813,0.135948838,0.33131972,0.38391244,0.320312529,0.153874008,0.690929305,0.157575073,0.537945233
Desulfobacterium autotrophicum,-0.310637767,-0.38414192,-0.283545813,0.089185412,0.179409083,0.439601009,0.324218778,0.166148356,0.695504967,0.156507012,0.541445503
Thermodesulfovibrio yellowstonii,-1.339460301,-1.311467606,-1.363523105,-0.145635122,0.302437264,-0.503377479,0.331599507,0.059319494,0.536845588,0.15980959,0.542088165
Roseburia inulinivorans,4.494759109,4.630413381,4.247986616,-0.327938282,0.740359371,-0.392681554,0.312093659,0.433132547,0.860361189,0.149051751,0.544726695
Clostridium novyi,2.70128371,2.781700518,2.673192259,-0.119756937,0.282657889,-0.291930178,0.325520861,0.347816042,0.830439848,0.152399272,0.54752616
Thiomicrospira crunogena,-1.381031148,-1.43097984,-1.344494125,0.174150012,0.392041897,0.373592564,0.309895865,0.099544803,0.60799813,0.159557617,0.549560229
Pelodictyon phaeoclathratiforme,-0.901058586,-1.107636435,-0.81003342,0.276784593,0.696204629,0.356644413,0.328125028,0.175278676,0.718135914,0.158306978,0.555408506
Clostridium lentocellum,2.565747615,2.657544551,2.44940872,-0.233405502,0.456497044,-0.387069163,0.327698337,0.431161998,0.859731632,0.157555282,0.556574352
Bacillus atrophaeus,-1.387565558,-1.352563869,-1.464558403,-0.118351125,0.314124913,-0.293999089,0.334635443,0.346514662,0.824900224,0.169040301,0.557067176
Deferribacter desulfuricans,-1.236376868,-1.310459936,-1.087962038,0.198968317,0.474123095,0.3719742,0.322496778,0.194023896,0.733823709,0.1706372,0.568432045
Selenomonas noxia,1.199969718,0.908634723,1.290225362,0.428331015,0.913919009,0.450221191,0.320312529,0.134714741,0.668908464,0.166614336,0.568865741
Shewanella oneidensis,-1.538361497,-1.681718407,-1.483461706,0.261751524,0.682314838,0.352088663,0.323797167,0.176144109,0.719162092,0.171722844,0.56943012
Thermoanaerobacterium thermosaccharolyticum,1.925806061,2.031772923,1.866036877,-0.13998607,0.276111492,-0.36292235,0.322496778,0.575997185,0.912153203,0.170389515,0.569951147
Nitrosococcus oceani,-1.082833914,-1.130807258,-0.933271328,0.194110542,0.506248994,0.308696522,0.326397947,0.156229172,0.695222996,0.175253365,0.57627068
Albidiferax ferrireducens,-1.132620297,-1.172158803,-1.00915521,0.147246658,0.353869476,0.305362991,0.322916695,0.338063358,0.82458228,0.181163648,0.577249878
Bacillus clausii,1.33933467,1.377843366,1.324400153,-0.080886931,0.193204489,-0.38808857,0.335937526,0.147561156,0.684090284,0.177643973,0.577649451
Clostridium hathewayi,4.149103447,4.240631033,4.074765445,-0.162869504,0.431586906,-0.33330536,0.337239609,0.385601471,0.844082804,0.173640847,0.578289904
Cellulomonas flavigena,-1.497020962,-1.46055596,-1.518942039,-0.132738126,0.346012554,-0.271556373,0.33333336,0.154957086,0.69413913,0.187403563,0.578905572
Calditerrivibrio nitroreducens,-1.403491618,-1.58399767,-1.336398248,0.190004798,0.594955001,0.332118714,0.335937526,0.162317082,0.699747423,0.178301647,0.579157159
Bacillus sp. NRRL B-14911,0.211743854,0.269730994,0.181366867,-0.077784333,0.217788416,-0.302321924,0.325520861,0.641574477,0.925471901,0.185305791,0.57969398
Coprococcus comes,3.249115467,3.404250382,3.147556589,-0.234435183,0.63890167,-0.356572385,0.332899896,0.238734618,0.775090845,0.175347941,0.579798212
Caldicellulosiruptor bescii,0.972866299,1.105038189,0.882165663,-0.20504443,0.523653757,-0.363020934,0.323797167,0.294511829,0.805468754,0.175680427,0.580434092
Nitrosospira multiformis,-1.689464776,-1.725915972,-1.650094235,0.088076039,0.307282448,0.235914242,0.313394049,0.219018061,0.754816481,0.198735119,0.58168572
Methanoplanus petrolearius,-1.300667773,-1.135914504,-1.422915611,-0.243091972,0.508914693,-0.430059124,0.334200286,0.220019918,0.757662756,0.181357903,0.585011573
Ruminococcus obeum,3.515206508,3.659139386,3.451356577,-0.202030997,0.47348314,-0.337799185,0.338541692,0.321807209,0.821698576,0.180340245,0.585601899
Nakamurella multipartita,-1.918054765,-1.894430566,-1.953791172,-0.099768462,0.335631011,-0.283293611,0.343750024,0.069747576,0.554337866,0.202427307,0.587844759
Peptoniphilus harei,-1.623751099,-1.578612597,-1.659584092,-0.113207575,0.300995594,-0.342842213,0.330299117,0.220181851,0.752048305,0.193543244,0.588126954
Roseburia intestinalis,4.585845295,4.762138199,4.3410036,-0.454931257,0.938925854,-0.411095206,0.332031277,0.26742598,0.788503146,0.184810009,0.590160626
Acetohalobium arabaticum,0.287348088,0.352907166,0.206153395,-0.139778783,0.475307288,-0.266669017,0.335500676,0.351437155,0.830620636,0.186490894,0.590484296
Paenibacillus vortex,-1.235840771,-1.191918145,-1.30572732,-0.112231421,0.356684371,-0.258214457,0.336801066,0.268818668,0.787782277,0.192366629,0.590510966
Clostridium nexile,3.791673769,3.949510727,3.689628333,-0.257568215,0.806350495,-0.321278022,0.337239609,0.259970358,0.785902676,0.185514064,0.591100902
Brevibacillus brevis,1.172350641,1.311401682,1.11788768,-0.145019078,0.410132646,-0.336074685,0.332899896,0.234161693,0.770894905,0.186504426,0.591718273
Acetivibrio cellulolyticus,1.941593756,2.044699022,1.924668625,-0.105383992,0.388349785,-0.244069494,0.339401846,0.436930006,0.86172646,0.19037811,0.59241789
Ralstonia pickettii,-1.973789078,-2.040515979,-1.881960321,0.172106586,0.429057395,0.356648767,0.330729194,0.288586075,0.79880081,0.192816302,0.592736355
Thermoanaerobacter mathranii,-0.353873005,-0.289197138,-0.416760831,-0.101011765,0.253944261,-0.303859593,0.33333336,0.713608585,0.94070485,0.191901425,0.594636202
Marvinbryantia formatexigens,4.907699378,5.014650309,4.810551963,-0.208230844,0.563392247,-0.367574476,0.33333336,0.328525083,0.824147606,0.189916315,0.596718115
Methanospirillum hungatei,-1.268359743,-1.190354906,-1.342076077,-0.119832602,0.258203409,-0.314773173,0.336801066,0.84332063,0.962583208,0.197874615,0.597561765
Clostridiales bacterium 1_7_47FAA,3.840402536,3.895959733,3.757463448,-0.159401035,0.413241557,-0.307727576,0.342002626,0.432336482,0.860186988,0.19069117,0.597783822
Methanococcus vannielii,-1.761339204,-1.742868495,-1.798939783,-0.254341021,0.578584712,-0.422944358,0.334200286,0.093915467,0.598151909,0.193063485,0.598036194
Caldicellulosiruptor saccharolyticus,3.16614518,3.18982525,3.107145276,-0.122576184,0.393328468,-0.26665496,0.335937526,0.428420149,0.858966616,0.194574729,0.60177873
Planctomyces limnophilus,-1.532332965,-1.438145429,-1.629050808,-0.16016354,0.333112818,-0.43517966,0.334200286,0.225962923,0.756305454,0.197678788,0.602906367
Listeria monocytogenes,1.564233614,1.671175054,1.508426444,-0.111476222,0.273592492,-0.369344173,0.339843775,0.423738783,0.857484114,0.195785141,0.603177199
Caldicellulosiruptor kronotskyensis,-0.638345984,-0.588758729,-0.696535493,-0.126768019,0.373112989,-0.315284079,0.337239609,0.524760517,0.89371374,0.197383577,0.603619969
Clostridium butyricum,1.423731069,1.602166667,1.387915839,-0.149153274,0.381503304,-0.294839454,0.337239609,0.568849296,0.910933755,0.199230306,0.607209541
Clostridium bolteae,4.088290739,4.170459308,4.034310051,-0.146202585,0.389373399,-0.329472025,0.343750024,0.50292831,0.886719116,0.201032168,0.609747307
Marinobacter hydrocarbonoclasticus,-0.659833018,-0.718820911,-0.584639957,0.113677149,0.278604691,0.302373161,0.342002626,0.217167938,0.753293848,0.20691185,0.611132659
Eubacterium saburreum,1.683868162,1.807730777,1.515939801,-0.222491372,0.710056372,-0.284212689,0.355006524,0.360337539,0.835386166,0.203124336,0.612555617
Burkholderia vietnamiensis,-1.771793782,-1.97377648,-1.721391993,0.171464098,0.577915823,0.285002315,0.332031277,0.619672641,0.92146036,0.207666534,0.613792551
Prevotella oralis,1.745300915,2.03736505,1.611761674,-0.501905616,1.368901686,-0.352183535,0.35026044,0.176814425,0.718416856,0.205288672,0.614564015
Bacillus cytotoxicus,0.575246766,0.598405319,0.530004796,-0.076758262,0.199865054,-0.296181604,0.343303015,0.311507056,0.810409949,0.211979715,0.615043771
Verrucomicrobiae bacterium DG1235,-1.698231669,-1.768449833,-1.526705525,0.242568956,0.781911587,0.31857122,0.334635443,0.187410401,0.728992007,0.206236929,0.615145436
Staphylococcus aureus,-0.034854399,0.08481508,-0.070532346,-0.128837745,0.265483416,-0.355228817,0.344603405,0.578579593,0.910506425,0.209614924,0.617861001
Bacillus sp. B14905,0.560443105,0.607057483,0.509107254,-0.090904682,0.249347185,-0.293480309,0.342002626,0.544978267,0.90065894,0.209434547,0.619733198
Prevotella buccalis,2.027533458,2.273220611,1.887116195,-0.429763133,1.188847382,-0.362253629,0.345903795,0.179530924,0.720832696,0.210295259,0.621195335
Cupriavidus necator,-1.593759155,-1.678044992,-1.538377134,0.142898717,0.435996532,0.293524235,0.340702236,0.464363492,0.871399715,0.218323556,0.621484477
Thermosinus carboxydivorans,0.876973646,0.786523313,0.964775022,0.223231079,0.531742853,0.35407043,0.344603405,0.176637209,0.72033759,0.2112144,0.622641028
Hyphomonas neptunium,-1.672937989,-1.577829279,-1.724730329,-0.119788947,0.358851491,-0.289389601,0.338101456,0.129967001,0.657742559,0.219221704,0.623487326
Fusobacterium varium,-0.209867565,-0.159585353,-0.273309191,-0.100101756,0.323679747,-0.269181996,0.345903795,0.391909748,0.848001551,0.221069087,0.625075204
Listeria innocua,-0.148757967,-0.118988959,-0.189049406,-0.073958552,0.20847474,-0.308571873,0.338101456,0.434120792,0.861599256,0.222600075,0.625923753
Ochrobactrum anthropi,-1.738816763,-1.692299617,-1.786179516,-0.075491717,0.221485655,-0.31355417,0.359375022,0.221063062,0.740013575,0.23416389,0.627582169
Prevotella bergensis,2.259270179,2.528301674,2.048234804,-0.403700142,1.142434985,-0.319905389,0.352405745,0.159814749,0.706012444,0.217010166,0.629958459
Actinobacillus pleuropneumoniae,0.220189667,-0.008530478,0.249841122,0.174943501,0.481516029,0.276610489,0.356770855,0.10977021,0.631500724,0.223469258,0.631835263
Prevotella sp. oral taxon 472,1.603361749,1.862063197,1.510765083,-0.426738418,1.085379336,-0.374902305,0.342447941,0.172341518,0.715314738,0.221051475,0.634711592
Alkaliphilus oremlandii,2.886244385,2.967632054,2.868399996,-0.121977235,0.441150373,-0.25991612,0.351105355,0.408353992,0.851768878,0.225856012,0.636708196
Petrotoga mobilis,0.012062436,0.04510447,-0.011608621,-0.087283419,0.720060176,-0.145940085,0.338101456,0.372282707,0.839214599,0.230492284,0.636850737
Halanaerobium sp. 'sapolanicus',-0.075175886,-0.106188802,-0.064490893,0.111962138,0.312991134,0.304202936,0.347204185,0.141616038,0.677607339,0.232806795,0.638531892
Pediococcus acidilactici,-2.528648941,-2.709703397,-2.434092544,0.284338203,1.00681049,0.189277471,0.356306914,0.570211118,0.909274383,0.228667986,0.640515763
Prevotella marshii,1.839027982,2.069658719,1.69809346,-0.470117383,1.274547498,-0.381929035,0.351562523,0.171567894,0.714827716,0.226867886,0.641368937
Holdemania filiformis,3.999021011,4.0669596,3.974735824,-0.099898215,0.279471322,-0.263047978,0.352405745,0.702731428,0.94173781,0.228302536,0.644070099
Chloroflexus sp. Y-400-fl,-0.450100391,-0.496640542,-0.414361705,0.081701332,0.256683599,0.286859353,0.345903795,0.390087108,0.843845102,0.237535558,0.645331539
Wolinella succinogenes,-1.261860564,-1.063511401,-1.32634587,-0.202437815,0.627446673,-0.307011213,0.359375022,0.201634607,0.743039139,0.235319599,0.646798167
Methanosarcina mazei,-0.598957557,-0.562170024,-0.661082347,-0.110260655,0.313740626,-0.322275024,0.355468772,0.240363137,0.769468712,0.240890758,0.649007864
Methanobrevibacter ruminantium,-0.310270075,-0.27687212,-0.369832204,-0.152719555,0.735251706,-0.1963858,0.348504575,0.241853477,0.775786099,0.248786012,0.65689625
Cyanothece sp. PCC 7822,-1.518519141,-1.583975716,-1.455922626,0.138844796,0.45802197,0.224941045,0.355006524,0.24687165,0.776877359,0.247482475,0.658530184
Synechocystis sp. PCC 6803,-0.57209124,-0.531367913,-0.615643218,-0.089409132,0.284454256,-0.304788812,0.351105355,0.191128204,0.729666733,0.252556094,0.660123802
Leptothrix cholodnii,-2.011951878,-2.049934921,-1.972362886,0.092494272,0.349553146,0.181681911,0.351105355,0.399859417,0.848128146,0.265409337,0.66014874
Lactobacillus amylovorus,-0.819448964,-0.505191818,-1.077695162,-0.42647091,1.516178693,-0.240936532,0.364109253,0.53575343,0.900015998,0.247288231,0.663526653
Magnetospirillum magnetotacticum,-1.643346443,-1.605074581,-1.742974999,-0.133292314,0.381817789,-0.29164026,0.348504575,0.327149548,0.816948136,0.258847446,0.665193794
Coprothermobacter proteolyticus,-1.005011083,-0.966868224,-1.095129764,-0.14202726,0.420061006,-0.294434915,0.35026044,0.289280302,0.800742687,0.251754446,0.66555972
Yersinia pseudotuberculosis,-1.561550745,-1.664046458,-1.507108155,0.171747417,0.51989738,0.258470523,0.352405745,0.226523264,0.764385845,0.256600771,0.665642544
Kosmotoga olearia,-0.829929964,-0.812299911,-0.972392526,-0.115675734,0.37674353,-0.304915551,0.344603405,0.154326209,0.690338037,0.270307919,0.671068206
Prevotella buccae,3.039337236,3.328881143,2.788731526,-0.50436355,1.250875751,-0.351217166,0.360677105,0.181198893,0.721693899,0.252896127,0.671937303
Prevotella bivia,1.466932838,1.674969098,1.367361132,-0.386558258,1.094613827,-0.32282295,0.359375022,0.210025495,0.755472693,0.254633747,0.673697987
Methanocorpusculum labreanum,0.894411589,0.947422163,0.851721525,-0.119998493,0.552179416,-0.214061517,0.348504575,0.612080625,0.922360816,0.260907505,0.675222953
Mycobacterium smegmatis,-1.555256104,-1.637964956,-1.503624398,0.11994139,0.375653018,0.234117742,0.369791686,0.892265673,0.972488534,0.266094757,0.675637386
Veillonella atypica,-1.153491758,-1.082828835,-1.290661345,-0.128293112,0.44198472,-0.238761362,0.36718752,0.668630393,0.93221504,0.265998152,0.677555705
Methanosaeta thermophila,-1.613731445,-1.543927699,-1.649072561,-0.127074753,0.402974106,-0.312890459,0.377113152,0.192198735,0.728747771,0.269696043,0.677868413
Polynucleobacter necessarius,-1.743926148,-1.78076798,-1.681068664,0.144303172,0.476232176,0.279322358,0.365409643,0.201258357,0.736202364,0.274371803,0.678795568
Thermotoga petrophila,-0.558872303,-0.528830871,-0.615097352,-0.078662639,0.241341185,-0.303724175,0.364109253,0.299537536,0.801110962,0.283635818,0.681973695
Campylobacter hominis,-1.502429488,-1.765181839,-1.432823395,0.281451929,0.754554072,0.335907793,0.353706134,0.267499753,0.789358284,0.267336001,0.682573796
Desulfococcus oleovorans,-0.050585578,-0.017882299,-0.088684999,-0.064373918,0.283432825,-0.214446247,0.358907694,0.614052931,0.919372807,0.278599762,0.683533267
Clostridium thermocellum,4.943980375,4.990611984,4.894085783,-0.12489736,0.41919857,-0.235207267,0.36718752,0.47451051,0.876826598,0.264031614,0.68391424
Mesorhizobium loti,-1.072288412,-1.113573494,-1.040246807,0.054711124,0.178673778,0.249455998,0.365885437,0.215485374,0.737737496,0.297520835,0.684581993
Prevotella timonensis,1.851977032,2.127272507,1.704539843,-0.371066401,1.122873247,-0.362336885,0.359375022,0.212788778,0.758406023,0.26583696,0.685779973
Clostridium bartlettii,1.06841289,1.105909142,1.059881911,-0.094888615,0.330254795,-0.259378894,0.365885437,0.257392571,0.783936366,0.273364366,0.687489134
Caldicellulosiruptor kristjanssonii,-0.594367948,-0.535425485,-0.672810463,-0.146419608,0.573705588,-0.240551356,0.366710033,0.636985114,0.925955222,0.271598958,0.687501951
Prevotella melaninogenica,4.08419723,4.332049237,3.913778186,-0.379770428,1.2166741,-0.29242844,0.351105355,0.233361656,0.771963108,0.268678148,0.688146421
Desulfurispirillum indicum,-1.238836987,-1.29970028,-1.195661852,0.142482943,0.396333213,0.295678901,0.358072938,0.143664883,0.678926125,0.284438524,0.689383669
Ruminococcus torques,2.874315762,2.999912974,2.819029006,-0.202878191,0.652903268,-0.33257663,0.362808864,0.271858276,0.790458254,0.26998896,0.689544886
Capnocytophaga sputigena,-1.157018055,-1.501013942,-1.060695657,0.303332489,0.891570772,0.329510353,0.361508474,0.24635954,0.777909952,0.273140255,0.689940828
Turicibacter sanguinis,0.724826326,0.848794227,0.681343723,-0.163500147,0.535691431,-0.184010341,0.365885437,0.921530024,0.978940339,0.273812773,0.691198869
Prevotella sp. oral taxon 299,1.242184544,1.456588265,1.232852851,-0.377250047,1.200882224,-0.306059665,0.378413542,0.241597516,0.776682685,0.272584779,0.692100073
Rothia mucilaginosa,-1.663924591,-1.423352668,-1.81006795,-0.343240437,1.454481114,-0.251598834,0.358072938,0.27412354,0.793892212,0.275387282,0.69368526
Thermanaerovibrio acidaminovorans,0.133136536,0.17328258,0.121364412,-0.218999863,0.573200575,-0.379745729,0.360208084,0.180050156,0.723091268,0.277857779,0.69470948
Synechococcus sp. JA-2-3B'a(2-13),-1.294524246,-1.235044981,-1.314956445,-0.132108221,0.392568726,-0.299926414,0.361979188,0.220779789,0.755295993,0.289909847,0.700856827
Actinobacillus succinogenes,0.098074775,-0.088712118,0.208450841,0.153742603,0.516583123,0.238195462,0.376302102,0.170593912,0.713974019,0.289127412,0.702032118
Mobiluncus curtisii,-0.246225596,-0.224413667,-0.322457077,-0.117726437,0.391434086,-0.298839897,0.37109377,0.26435597,0.785491077,0.294716962,0.704372247
Stigmatella aurantiaca,-1.625701375,-1.584908281,-1.673670581,-0.155092687,0.49086229,-0.272156237,0.363281271,0.262893556,0.785970787,0.295112857,0.704541189
Macrococcus caseolyticus,-1.101916485,-1.218308542,-1.058551403,0.115162836,0.363305982,0.327004255,0.363281271,0.249162361,0.768588474,0.304605005,0.704744552
Peptoniphilus duerdenii,-1.026523508,-0.929094751,-1.076436853,-0.126276165,0.340111871,-0.315522998,0.361979188,0.395190055,0.846543795,0.296746159,0.70551442
Candidatus Koribacter versatilis,-0.195422479,-0.177026314,-0.221508572,-0.048296757,0.181402263,-0.183350016,0.36718752,0.280695832,0.791231465,0.32204778,0.7085056
Actinomyces odontolyticus,-1.945836554,-2.028854976,-1.82617921,0.149359954,0.437876866,0.245626761,0.371911593,0.779770041,0.950500267,0.302474448,0.708942246
Acidaminococcus fermentans,3.254151506,3.211481558,3.364385928,0.139615921,0.501076969,0.272877752,0.363281271,0.358731252,0.834753078,0.292717239,0.70993591
Thermococcus kodakarensis,-1.939350647,-1.89959293,-1.970755425,-0.104203434,0.34726276,-0.273821181,0.373211983,0.220209479,0.749000811,0.307276796,0.710579775
Bacteroides sp. D20,2.248581189,2.534302136,2.052170907,-0.355955677,1.384542714,-0.263359652,0.364109253,0.277074679,0.793368234,0.292193988,0.713471717
Chromobacterium violaceum,-0.473871718,-0.540887503,-0.428403774,0.141524287,0.458254573,0.253334856,0.360677105,0.352506789,0.831193319,0.307470167,0.715174422
Ktedonobacter racemifer,-1.356708798,-1.290690195,-1.401533985,-0.116665229,0.386622411,-0.268180179,0.375812762,0.414989415,0.85284085,0.307798331,0.715276457
Sphingopyxis alaskensis,-1.930116051,-1.980949522,-1.858737552,0.080083772,0.275131886,0.263101245,0.378413542,0.643417854,0.919863612,0.323573996,0.715413255
Propionibacterium acnes,-0.905251269,-0.979596433,-0.838718086,0.101665543,0.452480539,0.176836254,0.364583354,0.909971366,0.976351637,0.309682381,0.716138193
Catonella morbi,-1.728694601,-1.748890831,-1.699761953,0.121707605,0.344898962,0.3318228,0.361508474,0.336586026,0.817177484,0.313528226,0.717580381
Geobacter lovleyi,-0.113551609,-0.160505947,-0.099573547,0.091359238,0.306251158,0.30023339,0.365885437,0.28110774,0.79515754,0.310951076,0.718430111
Desulfomicrobium baculatum,0.381098343,0.402431011,0.35089774,-0.131121359,0.549481139,-0.210994113,0.366710033,0.30929269,0.812579179,0.310789687,0.719303643
Clostridium leptum,4.402105191,4.442755629,4.215325783,-0.180852022,0.481655841,-0.338027662,0.382314712,0.407502183,0.851779133,0.308423693,0.725379403
Prevotella ruminicola,4.92672778,5.203324435,4.717394214,-0.45215611,1.234105171,-0.316033922,0.368010423,0.186558974,0.726934046,0.311136046,0.728172305
Syntrophus aciditrophicus,0.672850996,0.610874514,0.702088598,0.065531968,0.279237723,0.185316245,0.373211983,0.947642074,0.985763504,0.320879631,0.728432946
Lactobacillus crispatus,0.564613243,0.807184472,0.347574032,-0.612271211,2.476557593,-0.225843754,0.369310813,0.360265187,0.83528382,0.315099361,0.730916947
Atopobium vaginae,-0.044364112,-0.033357094,-0.102358042,-0.146114389,0.60491361,-0.225618714,0.374512373,0.348178717,0.830645517,0.319205078,0.73134163
Congregibacter litoralis,-1.956835584,-2.021087557,-1.800233203,0.179155019,0.553222673,0.278552857,0.375000019,0.244436583,0.772863535,0.325241458,0.731449375
Prevotella disiens,1.276701495,1.569412277,1.096794154,-0.384155502,1.155786751,-0.326836085,0.373697936,0.263210992,0.787075284,0.315216028,0.7317696
