PATHWAY_SORTORDER,BIOCHEMICAL,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID,PLATFORM,CHEMICAL_ID,RI,MASS,CAS,PUBCHEM,CHEMSPIDER,KEGG,HMDB_ID
1795,"3,4-dihydroxybutyrate",Lipid,"Fatty Acid, Dihydroxy",62952,LC/MS Polar,100001730,2204,119.03498,51267-44-8,,,,
4103,3-(2-hydroxyphenyl)propionate,Xenobiotics,Benzoate Metabolism,35634,LC/MS Neg,100001623,2530,165.05571,495-78-3,873,850,C01198,HMDB33752
4128,3-(3-hydroxyphenyl)propionate,Xenobiotics,Benzoate Metabolism,35635,LC/MS Neg,100001624,1980,165.05571,621-54-5,91,89,C11457,HMDB00375
4125,3-(3-hydroxyphenyl)propionate sulfate,Xenobiotics,Benzoate Metabolism,45415,LC/MS Neg,100005391,1294,245.01253,86321-32-6,187488,162993,,
167,3-(4-hydroxyphenyl)lactate,Amino Acid,Tyrosine Metabolism,32197,LC/MS Neg,240,1379,181.05063,6482-98-0,9378,9010,C03672,HMDB00755
4129,3-(4-hydroxyphenyl)propionate,Xenobiotics,Benzoate Metabolism,39587,LC/MS Neg,100002914,1670,165.05571,501-97-3,10394,9965,C01744,HMDB02199
5205,3-acetylphenol sulfate,Xenobiotics,Chemical,48693,LC/MS Neg,100004326,2477,215.00196,,,16230535,,
419,3-amino-2-piperidone,Amino Acid,Urea cycle; Arginine and Proline Metabolism,62853,LC/MS Pos Early,100020361,2065,115.08659,1892-22-4,5200225,4371576,,HMDB00323
3145,3-dehydrocholate,Lipid,Secondary Bile Acid Metabolism,43835,LC/MS Neg,100001062,5050,405.26464,2304-89-4,159655,140376,,HMDB00502
4266,3-formylindole,Xenobiotics,Food Component/Plant,62863,LC/MS Pos Early,100020219,2736,146.06004,,10256,9838,C08493,HMDB29737
344,3-hydroxy-2-ethylpropionate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",32397,LC/MS Neg,100001170,975,117.05571,4374-62-3,188979,164207,,HMDB00396
5340,3-hydroxy-2-methylpyridine sulfate,Xenobiotics,Chemical,63227,LC/MS Neg,100020975,1849,188.0023,,,,,
2852,3-hydroxy-3-methylglutarate,Lipid,Mevalonate Metabolism,531,LC/MS Polar,112,2850,161.04555,503-49-1,1662,4573695,C03761,HMDB00355
1489,3-hydroxyadipate*,Lipid,"Fatty Acid, Dicarboxylate",62069,LC/MS Polar,100004396,3131,161.04554,,151913,133894,,HMDB00345
1704,3-hydroxybutyrate (BHBA),Lipid,Ketone Bodies,542,LC/MS Polar,254,1480,103.04007,625-72-9,441,428,C01089,HMDB00357
4583,3-hydroxycinnamate sulfate,Xenobiotics,Food Component/Plant,48409,LC/MS Neg,100006094,1338,242.99688,86321-30-4,6443141,4947175,,
1741,3-hydroxydecanoate,Lipid,"Fatty Acid, Monohydroxy",22053,LC/MS Neg,100000997,4634.7,187.13396,5561-87-5,26612,24790,,HMDB02203
1694,3-hydroxydecanoylcarnitine,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",63358,LC/MS Pos Late,100021141,961,332.24315,,,59664325,,HMDB61636
1508,3-hydroxydodecanedioate*,Lipid,"Fatty Acid, Dicarboxylate",62915,LC/MS Neg,100001454,2252,245.13944,34574-69-1,16663321,13628081,,HMDB00413
1738,3-hydroxyhexanoate,Lipid,"Fatty Acid, Monohydroxy",53230,LC/MS Neg,100006367,1725,131.07136,10191-24-9,151492,133518,,
1691,3-hydroxyhexanoylcarnitine (1),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",62557,LC/MS Pos Early,100020825,2918,276.18055,,,,,
4043,3-hydroxyhippurate,Xenobiotics,Benzoate Metabolism,39600,LC/MS Neg,100002122,1687,194.04588,1637-75-8,450268,396603,,HMDB06116
364,3-hydroxyisobutyrate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1549,LC/MS Polar,111,1619,103.04007,2068-83-9,87,10140307,C06001,HMDB00336
1744,3-hydroxylaurate,Lipid,"Fatty Acid, Monohydroxy",32457,LC/MS Neg,100001112,5175,215.16526,53941-38-1,94216,85026,,HMDB00387
1745,3-hydroxymyristate,Lipid,"Fatty Acid, Monohydroxy",21158,LC/MS Neg,100000882,5335,243.19656,3422-31-9,16064,15252,,
1739,3-hydroxyoctanoate,Lipid,"Fatty Acid, Monohydroxy",22001,LC/MS Neg,100000773,3446,159.10266,88930-08-9,26613,24791,,HMDB01954
1696,3-hydroxyoleoylcarnitine,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",61840,LC/MS Pos Late,100019801,1406,442.3527,,,48061587,,
1695,3-hydroxypalmitoylcarnitine,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",61839,LC/MS Pos Late,100019800,1380,416.33705,,,,,
5311,3-hydroxypyridine sulfate,Xenobiotics,Chemical,48448,LC/MS Neg,100006098,1595.5,173.98665,1955-23-3,,16232314,,
1743,3-hydroxysebacate,Lipid,"Fatty Acid, Monohydroxy",31943,LC/MS Neg,100001145,1282,217.10814,73141-46-5,3017884,2285525,,HMDB00350
4662,3-indoleglyoxylic acid,Xenobiotics,Food Component/Plant,63583,LC/MS Neg,100020372,2140,188.03531,1477-49-2,73863,66497,,
280,3-indoxyl sulfate,Amino Acid,Tryptophan Metabolism,27672,LC/MS Neg,100000467,2222.2,212.0023,2642-37-7,10258,9840,,HMDB00682
4105,3-methoxycatechol sulfate (2),Xenobiotics,Benzoate Metabolism,48752,LC/MS Neg,100006376,2200,218.99688,,,,,
185,3-methoxytyrosine,Amino Acid,Tyrosine Metabolism,12017,LC/MS Pos Early,1342,2555,212.09174,300-48-1,1670,8948,,HMDB01434
359,3-methyl-2-oxobutyrate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",44526,LC/MS Polar,100000936,911,115.04006,3715-29-5,49,48,C00141,HMDB00019
335,3-methyl-2-oxovalerate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",15676,LC/MS Neg,100000036,2064.2,129.05572,1460-34-0;51829-07-3,47,46,C00671,HMDB03736
1490,3-methyladipate,Lipid,"Fatty Acid, Dicarboxylate",36749,LC/MS Polar,100001765,2865,159.06628,422955,12292,11789,,HMDB00555
315,3-methylglutaconate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",57747,LC/MS Polar,100002458,2700,99.04518,5746-90-7,1551553,1267861,,HMDB00522
68,3-methylhistidine,Amino Acid,Histidine Metabolism,15677,LC/MS Pos Early,100000042,2670,170.09241,368-16-1,64969,58494,C01152,HMDB00479
4130,3-phenylpropionate (hydrocinnamate),Xenobiotics,Benzoate Metabolism,15749,LC/MS Neg,100000010,2860,149.0608,501-52-0,107,10181339,C05629,HMDB00764
3840,3-ureidopropionate,Nucleotide,"Pyrimidine Metabolism, Uracil containing",3155,LC/MS Pos Early,1053,875,133.06077,462-88-4,111,109,C02642,HMDB00026
2880,"3beta,7alpha-dihydroxy-5-cholestenoate",Lipid,Sterol,36803,LC/MS Neg,100001611,5275,431.31668,115538-84-6,3081084,2338764,C17335,
2881,3beta-hydroxy-5-cholestenoate,Lipid,Sterol,54805,LC/MS Neg,100006370,5398,415.32177,6561-58-6,165511,,C17333,
483,4-acetamidobutanoate,Amino Acid,Polyamine Metabolism,1558,LC/MS Pos Early,1113,1350,146.08117,3025-96-5,18189,17180,C02946,HMDB03681
4086,4-acetylphenol sulfate,Xenobiotics,Benzoate Metabolism,44620,LC/MS Neg,100000711,2375,215.00196,,4684006,3872009,,
4543,4-allylphenol sulfate,Xenobiotics,Food Component/Plant,37181,LC/MS Neg,100001868,3805,213.0227,,,,,
2891,4-cholesten-3-one,Lipid,Sterol,38125,LC/MS Pos Late,100002227,2520,385.3465,601-57-0,91477,427,C00599,HMDB00921
4075,4-ethylcatechol sulfate,Xenobiotics,Benzoate Metabolism,63072,LC/MS Neg,100020536,3379,217.01761,,,,,
4091,4-ethylphenol glucuronide,Xenobiotics,Benzoate Metabolism,52937,LC/MS Neg,100009049,3167,297.09797,,,,,
4090,4-ethylphenylsulfate,Xenobiotics,Benzoate Metabolism,36099,LC/MS Neg,100001756,3580,201.0227,123-07-9,,,C13637,HMDB62551
485,4-guanidinobutanoate,Amino Acid,Guanidino and Acetamido Metabolism,15681,LC/MS Pos Early,100000096,2320,146.09241,463-003;463-00-3,500,486,C01035,HMDB03464
1722,4-hydroxybutyrate (GHB),Lipid,"Fatty Acid, Monohydroxy",34585,LC/MS Pos Early,100001507,1148,87.04406,502-85-2,10413,9984,C00989,HMDB00710
4632,4-hydroxycinnamate,Xenobiotics,Food Component/Plant,36770,LC/MS Neg,100001675,1457,163.04006,501-98-4,637542,553148,C00811,HMDB02035
211,4-hydroxycinnamate sulfate,Amino Acid,Tyrosine Metabolism,48410,LC/MS Neg,100006095,1000,242.99688,376374-66-2,6070438,4797737,,
4936,4-hydroxycoumarin,Xenobiotics,Drug - Cardiovascular,37445,LC/MS Neg,100002049,2470,161.02441,1076-38-6,54682930,10254753,C20414,
48,4-hydroxyglutamate,Amino Acid,Glutamate Metabolism,40499,LC/MS Pos Early,100002544,1141,164.05535,2485-33-8,439902,388936,C03079,HMDB01344
4045,4-hydroxyhippurate,Xenobiotics,Benzoate Metabolism,35527,LC/MS Neg,100001423,1475,194.04588,2482-25-9,151012,133104,,HMDB13678
148,4-hydroxyphenylacetate,Amino Acid,Phenylalanine Metabolism,541,LC/MS Neg,144,1361,151.04007,156-38-7,127,3881560,C00642,HMDB00020
1039,4-hydroxyphenylacetylglycine,Peptide,Acetylated Peptides,43525,LC/MS Neg,100004418,1622,208.06153,28116-23-6,440732,389604,C05596,
162,4-hydroxyphenylpyruvate,Amino Acid,Tyrosine Metabolism,1669,LC/MS Neg,1141,1690,179.03498,156-39-8,979,954,C01179,HMDB00707
89,4-imidazoleacetate,Amino Acid,Histidine Metabolism,32349,LC/MS Pos Early,100001207,2055,127.05021,645-65-8,96215,86856,C02835,HMDB02024
174,4-methoxyphenol sulfate,Amino Acid,Tyrosine Metabolism,48457,LC/MS Neg,100006262,2412,203.00196,3233-60-1,,,,
295,4-methyl-2-oxopentanoate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",22116,LC/MS Neg,100000551,2170,129.05571,816-66-0,70,69,C00233,HMDB00695
4076,4-methylcatechol sulfate,Xenobiotics,Benzoate Metabolism,46146,LC/MS Neg,100004111,2665,203.00196,,,,,
4092,4-vinylphenol sulfate,Xenobiotics,Benzoate Metabolism,36098,LC/MS Neg,100001755,3320,199.00705,2628-17-3,6426766,4932200,C05627,HMDB62775
3824,"5,6-dihydrouridine",Nucleotide,"Pyrimidine Metabolism, Uracil containing",61833,LC/MS Neg,100001425,1119,245.07791,1361384,94312,85115,,
111,5-(galactosylhydroxy)-L-lysine,Amino Acid,Lysine Metabolism,43582,LC/MS Pos Early,100002462,2755,325.16055,32448-36-5,,,,
126,5-aminovalerate,Amino Acid,Lysine Metabolism,18319,LC/MS Pos Early,100000454,2220,118.08626,660-88-8,138,135,C00431,HMDB03355
1335,5-dodecenoate (12:1n7),Lipid,Medium Chain Fatty Acid,33968,LC/MS Neg,100001232,5224,197.1547,2430-94-6,5312378,4471803,,HMDB00529
1657,5-dodecenoylcarnitine (C12:1),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",61769,LC/MS Pos Late,100016069,1135,342.26389,,,,,HMDB13326
261,5-hydroxyindoleacetate,Amino Acid,Tryptophan Metabolism,437,LC/MS Neg,71,1510.2,190.05096,54-16-0,1826,1760,C05635,HMDB00763
110,5-hydroxylysine,Amino Acid,Lysine Metabolism,15685,LC/MS Pos Early,100000054,2790,163.10772,13204-98-3,1029,1002,C16741,HMDB00450
3864,5-methyl-2'-deoxycytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",38159,LC/MS Pos Early,100002300,2303,242.11354,838-07-3,440055,389065,C03592,HMDB02224
3855,5-methylcytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",22119,LC/MS Pos Early,100000763,2227,258.10845,2140-61-6,92918,83877,,HMDB00982
479,5-methylthioadenosine (MTA),Amino Acid,Polyamine Metabolism,1419,LC/MS Pos Early,212,2752,298.09684,2457-80-9,439176,388321,C00170,HMDB01173
382,5-methylthioribose**,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",62100,LC/MS Pos Early,100002103,790,181.05291,23656-67-9,494,480,,HMDB01087
3826,5-methyluridine (ribothymidine),Nucleotide,"Pyrimidine Metabolism, Uracil containing",35136,LC/MS Neg,100001446,1778.1,257.07791,1463-10-1,445408,393058,,HMDB00884
498,5-oxoproline,Amino Acid,Glutathione Metabolism,1494,LC/MS Neg,1021,738.5,128.03531,98-79-3,7405,7127,C01879,HMDB00267
5342,6-acetylglucose,Xenobiotics,Chemical,63272,LC/MS Polar,100021273,1328,267.07215,7286-45-5,,18560223,,
3108,6-beta-hydroxylithocholate,Lipid,Secondary Bile Acid Metabolism,36807,LC/MS Neg,100001625,4830,391.28538,668-49-5,5283821,4446909,C15515,HMDB00811
285,6-bromotryptophan,Amino Acid,Tryptophan Metabolism,62503,LC/MS Pos Early,100020414,3371,283.00767,,,,,
5322,6-hydroxyindole sulfate,Xenobiotics,Chemical,48698,LC/MS Neg,100006260,2498,212.0023,,,,,
3136,6-oxolithocholate,Lipid,Secondary Bile Acid Metabolism,46336,LC/MS Neg,100001068,5033,389.26973,2393-61-5,164960,144621,,
123,6-oxopiperidine-2-carboxylate,Amino Acid,Lysine Metabolism,43231,LC/MS Neg,100004499,965,142.05096,34622-39-4,3014237,2282737,,HMDB61705
2878,7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca),Lipid,Sterol,36776,LC/MS Neg,100001609,5288.1,429.30103,115538-85-7,3081085,2338765,C17337,HMDB12458
2912,7-hydroxycholesterol (alpha or beta),Lipid,Sterol,47890,LC/MS Pos Late,100005999,1930,367.33594,,107722,,,HMDB06119
279,7-hydroxyindole sulfate,Amino Acid,Tryptophan Metabolism,52915,LC/MS Neg,100009043,1765,212.0023,,,,,
3150,7-ketodeoxycholate,Lipid,Secondary Bile Acid Metabolism,31904,LC/MS Neg,100001063,4821,405.26464,911-40-0,188292,163659,,HMDB00391
3137,7-ketolithocholate,Lipid,Secondary Bile Acid Metabolism,43830,LC/MS Neg,100001069,5082,389.26973,4651-67-6,444262,392247,,HMDB00467
3790,7-methylguanine,Nucleotide,"Purine Metabolism, Guanine containing",35114,LC/MS Pos Early,100001456,2175,166.07234,578-76-7,11361,10883,C02242,HMDB00897
1789,"9,10-DiHOME",Lipid,"Fatty Acid, Dihydroxy",38399,LC/MS Neg,179,5180,313.23843,263399-34-4,9966640,8142232,C14828,HMDB04704
1628,acetylcarnitine (C2),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Short Chain)",32198,LC/MS Pos Early,100000802,2282,204.12304,5080-50-2,1,5406074,C02571,HMDB00201
1281,aconitate [cis or trans],Energy,TCA Cycle,46173,LC/MS Neg,100001359,580,173.00916,,,,,
3753,adenine,Nucleotide,"Purine Metabolism, Adenine containing",554,LC/MS Pos Early,880,2221,136.06178,73-24-5,190,185,C00147,HMDB00034
3752,adenosine,Nucleotide,"Purine Metabolism, Adenine containing",555,LC/MS Pos Early,798,2169,268.10404,58-61-7,60961,54923,C00212,HMDB00050
1399,adrenate (22:4n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),32980,LC/MS Neg,100001193,5678,331.26425,2091-25-0,5497181,4445971,C16527,HMDB02226
28,alanine,Amino Acid,Alanine and Aspartate Metabolism,1126,LC/MS Pos Early,811,1700,90.05496,56-41-7,5950,5735,C00041,HMDB00161
3740,allantoic acid,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",33434,LC/MS Pos Early,218,660,177.06184,99-16-1,203,198,C00499,HMDB01209
3739,allantoin,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",1107,LC/MS Polar,1002,1672,157.03671,97-59-6,204,199,C02350,HMDB00462
3964,alpha-CEHC,Cofactors and Vitamins,Tocopherol Metabolism,48188,LC/MS Neg,100002206,4045,277.14453,4072-32-6,9943542,8119154,,HMDB01518
3960,alpha-CEHC glucuronide*,Cofactors and Vitamins,Tocopherol Metabolism,39346,LC/MS Neg,100003101,2616,453.17662,477200-36-5,,,,
3961,alpha-CEHC sulfate,Cofactors and Vitamins,Tocopherol Metabolism,47666,LC/MS Neg,100005972,3090,357.10134,,,,,
299,alpha-hydroxyisocaproate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",22132,LC/MS Neg,100000706,1840,131.07136,10303-64-7,83697,75520,C03264,HMDB00746
360,alpha-hydroxyisovalerate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",33937,LC/MS Neg,100001300,1126,117.05571,600-37-3,99823,90190,,HMDB00407
44,alpha-ketoglutaramate*,Amino Acid,Glutamate Metabolism,62101,LC/MS Polar,100002397,1916,144.03023,18465-19-5,,,,
1285,alpha-ketoglutarate,Energy,TCA Cycle,528,LC/MS Polar,93,2700,145.01425,305-72-6;328-50-7;22202-68-2,51,50,C00026,HMDB00208
3084,alpha-muricholate,Lipid,Primary Bile Acid Metabolism,34092,LC/MS Neg,100001280,4765,407.28029,2393-58-0,3083761,2340918,C17647,HMDB00506
3950,alpha-tocopherol,Cofactors and Vitamins,Tocopherol Metabolism,1561,LC/MS Pos Late,1105,2522,430.37818,59-02-9;10191-41-0,14985,14265,C02477,HMDB01893
3956,alpha-tocotrienol,Cofactors and Vitamins,Tocopherol Metabolism,37502,LC/MS Pos Late,100001979,1986,424.3336,58864-81-6,5282347,4445512,C14153,HMDB06327
81,anserine,Amino Acid,Histidine Metabolism,15747,LC/MS Pos Early,100000044,2924,241.12952,10030-52-1,112072,100482,C01262,HMDB00194
246,anthranilate,Amino Acid,Tryptophan Metabolism,4970,LC/MS Pos Early,1258,2606,138.05496,118-92-3,227,222,C00108,HMDB01123
1125,arabitol/xylitol,Carbohydrate,Pentose Metabolism,48885,LC/MS Polar,100006430,1932.4,151.0612,,6912,,C01904,
1131,arabonate/xylonate,Carbohydrate,Pentose Metabolism,48255,LC/MS Polar,100006115,2700,165.04046,,,,,
1397,arachidonate (20:4n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1110,LC/MS Neg,229,5535,303.23295,506-32-1,444899,392692,C00219,HMDB01043
1669,arachidonoylcarnitine (C20:4),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",57518,LC/MS Pos Late,100015837,1353,448.34215,,,,,
1717,arachidonoylcholine,Lipid,Fatty Acid Metabolism (Acyl Choline),53261,LC/MS Pos Late,100009332,1390,390.33666,,,,,
449,argininate*,Amino Acid,Urea cycle; Arginine and Proline Metabolism,57461,LC/MS Pos Early,100002769,2150,176.10297,157-07-3,160437,140984,,HMDB03148
413,arginine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,1638,LC/MS Pos Early,231,2825,175.11896,1119-34-2,232,227,C00062,HMDB00517
414,argininosuccinate,Amino Acid,Urea cycle; Arginine and Proline Metabolism,15497,LC/MS Pos Early,232,2745,291.12992,156637-58-0,16950,805,C03406,HMDB00052
3941,ascorbic acid 2-sulfate,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,63590,LC/MS Polar,100009329,3042,254.98162,,86484,77998,,
3942,ascorbic acid 3-sulfate*,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,63687,LC/MS Polar,100020409,2025,254.98146,,11425365,9600241,,
39,asparagine,Amino Acid,Alanine and Aspartate Metabolism,512,LC/MS Pos Early,917,1225,133.06077,70-47-3,6267,6031,C00152,HMDB00168
35,aspartate,Amino Acid,Alanine and Aspartate Metabolism,443,LC/MS Pos Early,234,1165,134.04479,56-84-8,5960,5745,C00049,HMDB00191
1500,azelate (C9-DC),Lipid,"Fatty Acid, Dicarboxylate",18362,LC/MS Neg,2029,1276,187.09758,123-99-9,2266,2179,C08261,HMDB00784
2775,behenoyl dihydrosphingomyelin (d18:0/22:0)*,Lipid,Dihydrosphingomyelins,57331,LC/MS Pos Late,100009026,3150,789.68441,,,24846880,,HMDB12091
2781,behenoyl sphingomyelin (d18:1/22:0)*,Lipid,Sphingomyelins,48492,LC/MS Pos Late,100006294,3083,787.66876,,,24846873,,HMDB12103
4051,benzoate,Xenobiotics,Benzoate Metabolism,15778,LC/MS Neg,100000008,1750,121.0295,65-85-0,243,238,C00180,HMDB01870
3841,beta-alanine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",55,LC/MS Pos Early,244,1905,90.05496,56-41-7;107-95-9,239,234,C00099,HMDB00056
54,beta-citrylglutamate,Amino Acid,Glutamate Metabolism,54923,LC/MS Neg,100003271,530,320.06232,73590-26-8,72715786,19992713,C20775,
4311,beta-guanidinopropanoate,Xenobiotics,Food Component/Plant,35101,LC/MS Pos Early,100001411,2145,132.07676,353-09-3,67701,61020,C03065,HMDB13222
312,beta-hydroxyisovalerate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",12129,LC/MS Neg,1442,1027,117.05572,625-08-1,69362,62571,,HMDB00754
3083,beta-muricholate,Lipid,Primary Bile Acid Metabolism,31885,LC/MS Neg,100001066,4794,407.28029,2393-59-1,5283853,2340919,C17726,HMDB00415
2892,beta-sitosterol,Lipid,Sterol,27414,LC/MS Pos Late,100001033,3054,397.38289,83-46-5,222284,192962,C01753,HMDB00852
6,betaine,Amino Acid,"Glycine, Serine and Threonine Metabolism",3141,LC/MS Pos Early,799,1064,118.08626,107-43-7,247,24219951173,C00719,HMDB00043
3996,"bilirubin (E,E)*",Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,32586,LC/MS Pos Late,100001950,1045,585.27076,,5315454,4474753,,
3995,"bilirubin (Z,Z)",Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,43807,LC/MS Pos Late,1090,1840,585.27076,635-65-4,5280352,4444055,C00486,HMDB00054
1620,butenoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),61785,LC/MS Neg,100016110,1380,142.05096,71428-89-2,6303498,4877902,,
1323,butyrate (4:0),Lipid,Short Chain Fatty Acid,40605,LC/MS Neg,1143,1062,87.04515,109-92-6,264,259,C00246,HMDB00039
1589,butyrylcarnitine (C4),Lipid,Fatty Acid Metabolism (also BCAA Metabolism),32412,LC/MS Pos Early,100001054,2860,232.15434,25576-40-3,439829,184820,C02862,HMDB02013
1590,butyrylglycine,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),31850,LC/MS Neg,100001151,1470,144.06661,20208-73-5,88412,79766,,HMDB00808
235,C-glycosyltryptophan,Amino Acid,Tryptophan Metabolism,48782,LC/MS Pos Early,100006379,2700,367.14998,180509-18-6,10981970,9157171,,
4653,caffeic acid sulfate,Xenobiotics,Food Component/Plant,53254,LC/MS Polar,100009337,1307,258.99179,,,30777608,,HMDB41708
2895,campesterol,Lipid,Sterol,33997,LC/MS Pos Late,100001269,2873,383.36724,474-62-4,173183,151215,C01789,HMDB02869
1329,caprate (10:0),Lipid,Medium Chain Fatty Acid,1642,LC/MS Neg,888,5090.7,171.13905,334-48-5,2969,2863,C01571,HMDB00511
1325,caproate (6:0),Lipid,Medium Chain Fatty Acid,32489,LC/MS Neg,926,2713.7,115.07645,142-62-1,8892,8552,C01585,HMDB00535
1327,caprylate (8:0),Lipid,Medium Chain Fatty Acid,32492,LC/MS Neg,932,4362,143.10775,124-07-2,379,370,C06423,HMDB00482
56,carboxyethyl-GABA,Amino Acid,Glutamate Metabolism,40007,LC/MS Pos Early,100003260,2085,176.09174,908055,2572,2474,,HMDB02201
1698,carnitine,Lipid,Carnitine Metabolism,15500,LC/MS Pos Early,100000007,1978,162.11247,461-05-2,10917,10455,C00318,HMDB00062
78,carnosine,Amino Acid,Histidine Metabolism,1768,LC/MS Pos Early,249,2942,227.11387,305-84-0,439224,388363,C00386,HMDB00033
218,catechol glucuronide,Amino Acid,Tyrosine Metabolism,53243,LC/MS Neg,100009326,1742,285.06159,,75124209,,,
4069,catechol sulfate,Xenobiotics,Benzoate Metabolism,35320,LC/MS Neg,100001605,1906,188.98631,4918-96-1,3083879,2341024,,HMDB59724
2726,"ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*",Lipid,Ceramides,57440,LC/MS Pos Late,100015755,3920,594.58199,,,,,
2728,"ceramide (d18:2/24:1, d18:1/24:2)*",Lipid,Ceramides,57443,LC/MS Pos Late,100015744,3858,646.6133,,,,,
3076,chenodeoxycholate,Lipid,Primary Bile Acid Metabolism,1563,LC/MS Neg,1123,5264,391.28538,474-24-9;474-25-9,10133,,C02528,HMDB00518
3077,chenodeoxycholic acid sulfate (1),Lipid,Primary Bile Acid Metabolism,63607,LC/MS Neg,100021650,4531,235.11746,,,,,
1936,chiro-inositol,Lipid,Inositol Metabolism,37112,LC/MS Polar,100001859,3191.2,225.06159,643-12-9,,10254647,C19891,HMDB34220
3073,cholate,Lipid,Primary Bile Acid Metabolism,22842,LC/MS Neg,136,5165,407.28029,81-25-4,221493,,C00695,HMDB00619
2867,cholesterol,Lipid,Sterol,63,LC/MS Pos Late,266,2707,369.35159,57-88-5,11025495,4937803,C00187,HMDB00067
1964,choline,Lipid,Phospholipid Metabolism,15506,LC/MS Pos Early,1256,1961,104.10699,67-48-1,305,149278,C00114,HMDB00097
1965,choline phosphate,Lipid,Phospholipid Metabolism,34396,LC/MS Pos Early,267,700,184.07332,72556-74-2,1014,119298,C00588,HMDB01565
4334,cinnamate,Xenobiotics,Food Component/Plant,12115,LC/MS Neg,1259,2878,147.04515,140-10-3,444539,392447,C00423,HMDB00930
4335,cinnamoylglycine,Xenobiotics,Food Component/Plant,38637,LC/MS Neg,100002253,3127,204.06661,16534-24-0,709625,618829,,HMDB11621
1655,cis-4-decenoylcarnitine (C10:1),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",38178,LC/MS Pos Late,100002259,1057,314.23259,98930-66-6,,28639171,,
1279,citrate,Energy,TCA Cycle,1564,LC/MS Neg,1124,582,191.01973,77-92-9,311,305,C00158,HMDB00094
422,citrulline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,2132,LC/MS Pos Early,391,1520,176.10297,372-75-8,9750,810,C00327,HMDB00904
2968,corticosterone,Lipid,Corticosteroids,5983,LC/MS Neg,272,5040,345.20713,50-22-6,5753,5550,C02140,HMDB01547
455,creatine,Amino Acid,Creatine Metabolism,27718,LC/MS Pos Early,1221,1947,132.07676,57-00-1,586,566,C00300,HMDB00064
457,creatine phosphate,Amino Acid,Creatine Metabolism,33951,LC/MS Polar,100000112,3831,210.02853,922-32-7,9548602,567,C02305,HMDB01511
456,creatinine,Amino Acid,Creatine Metabolism,513,LC/MS Pos Early,275,2055,114.06619,60-27-5,588,568,C00791,HMDB00562
388,cystathionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",15705,LC/MS Pos Early,310,2270,223.07471,535-34-2,439258,811,C02291,HMDB00099
390,cysteine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",1868,LC/MS Pos Early,800,1475,122.02703,52-90-4;56-89-3,5862,5653,C00097,HMDB00574
395,cysteine s-sulfate,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",22176,LC/MS Pos Early,100000808,565,201.98384,1637-71-4,115015,102939,C05824,HMDB00731
402,cysteine sulfinic acid,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",37443,LC/MS Pos Early,100002113,597,154.01686,207121-48-0,109,107,C00606,HMDB00996
492,cysteine-glutathione disulfide,Amino Acid,Glutathione Metabolism,35159,LC/MS Pos Early,100001437,2465,427.09519,13081-14-6,4247235,3455404,,HMDB00656
